timestamp,ax,ay,az
160.339,-2.13,-1.25,-0.27
160.349,-2.22,-1.21,-0.24
160.359,-2.28,-0.99,-0.17
160.369,-2.31,-0.62,-0.12
160.379,-2.33,-0.05,-0.15
160.39,-2.21,0.73,0.18
160.399,-1.89,1.37,0.7
160.41,-1.51,1.88,1.31
160.42,-1.25,2.36,1.84
160.43,-1.01,2.7,2.0
160.44,-0.73,2.99,1.75
160.45,-0.64,3.19,1.43
160.46,-0.81,3.23,1.14
160.47,-1.17,3.35,0.91
160.48,-1.52,3.46,0.63
160.49,-1.69,3.46,0.45
160.5,-1.69,3.37,0.68
160.51,-1.48,3.24,1.03
160.52,-1.17,2.87,1.48
160.531,-0.77,2.19,1.99
160.54,-0.48,1.46,2.44
160.551,-0.07,1.27,2.45
160.561,-0.05,0.9,2.23
160.571,-0.24,0.37,1.43
160.581,-0.47,0.27,0.48
160.591,-0.72,0.4,-0.36
160.601,-0.89,0.2,-1.01
160.611,-0.88,-0.21,-1.34
160.621,-0.84,-0.64,-1.4
160.631,-0.7,-1.03,-1.3
160.641,-0.65,-1.38,-1.14
160.651,-0.68,-1.75,-1.06
160.661,-0.67,-1.95,-1.06
160.672,-0.73,-1.93,-1.15
160.682,-0.84,-1.72,-1.19
160.692,-0.91,-1.45,-1.25
160.702,-1.0,-1.33,-1.15
160.712,-1.06,-1.24,-0.88
160.722,-1.11,-1.2,-0.64
160.732,-1.11,-1.02,-0.5
160.742,-0.96,-0.88,-0.25
160.752,-0.87,-0.67,-0.03
160.762,-1.02,-0.54,-0.11
160.772,-0.84,-0.55,-0.1
160.782,-0.75,-0.36,0.12
160.793,-0.6,-0.17,0.21
160.802,-0.47,-0.04,0.28
160.813,-0.5,-0.06,0.4
160.823,-0.5,-0.18,0.47
160.833,-0.6,-0.27,0.5
160.843,-0.64,-0.38,0.61
160.853,-0.63,-0.46,0.76
160.863,-0.63,-0.53,0.96
160.873,-0.71,-0.59,1.12
160.883,-0.84,-0.6,1.13
160.893,-0.87,-0.55,1.01
160.903,-0.84,-0.43,0.82
160.914,-0.79,-0.23,0.72
160.924,-0.61,-0.08,0.68
