timestamp,ax,ay,az
313.071,-8.17,1.24,6.01
313.081,-7.04,2.73,6.38
313.091,-7.02,1.88,6.1
313.102,-7.62,0.42,5.79
313.112,-8.17,0.01,5.69
313.122,-8.11,-0.08,6.02
313.132,-7.38,0.81,6.96
313.142,-6.79,1.92,7.83
313.152,-6.38,3.29,7.73
313.162,-5.63,4.3,7.53
313.172,-4.71,5.18,8.08
313.182,-3.88,5.97,8.71
313.192,-3.26,6.36,8.26
313.202,-3.38,6.65,6.5
313.213,-3.93,7.17,4.61
313.223,-4.46,8.03,3.3
313.233,-6.44,8.81,2.15
313.243,-9.74,9.43,0.98
313.253,-12.41,10.7,1.03
313.263,-13.31,12.4,2.42
313.273,-12.26,13.73,4.64
313.283,-9.92,13.8,6.49
313.293,-7.11,12.9,7.41
313.303,-4.43,11.51,7.57
313.313,-2.58,9.94,7.03
313.323,-0.73,8.61,5.88
313.333,1.35,7.11,4.24
313.343,3.25,5.27,2.49
313.353,4.56,3.44,0.73
313.364,5.36,1.95,-0.58
313.374,6.07,0.86,-1.29
313.384,6.87,-0.2,-1.76
313.394,7.58,-1.17,-2.25
313.404,7.83,-2.16,-2.91
313.414,7.86,-3.08,-3.48
313.424,7.48,-3.94,-3.49
313.434,6.71,-4.66,-3.04
313.444,5.89,-5.15,-2.28
313.454,5.08,-5.56,-1.52
313.464,4.19,-6.26,-1.09
313.474,3.57,-6.38,-0.91
313.485,3.05,-6.32,-0.69
313.495,2.33,-6.27,-0.63
313.505,1.66,-6.07,-0.64
313.515,1.3,-5.87,-0.61
313.525,1.08,-5.62,-0.5
313.535,0.69,-5.31,-0.33
313.545,0.33,-5.08,-0.09
313.555,-0.11,-4.98,0.09
313.565,-0.68,-5.0,0.15
313.575,-1.23,-4.99,0.19
313.585,-2.02,-4.88,0.15
313.595,-2.55,-4.82,0.15
313.606,-2.92,-4.78,0.15
313.616,-3.28,-4.7,-0.01
313.626,-3.72,-4.56,-0.25
313.636,-4.39,-4.4,-0.59
313.646,-4.92,-4.24,-0.74
313.656,-5.26,-3.86,-0.67
313.666,-5.61,-3.39,-0.07
313.676,-5.68,-2.71,1.22
313.686,-5.3,-1.88,2.9
313.696,-4.57,-1.06,5.08
313.706,-3.39,-0.35,7.28
