timestamp,ax,ay,az
191.473,4.82,-1.33,5.7
191.484,4.71,-1.18,5.51
191.493,4.36,-1.31,4.96
191.504,3.75,-1.9,4.32
191.514,3.22,-2.64,3.61
191.524,2.8,-3.15,3.01
191.534,2.5,-3.33,2.66
191.544,2.17,-3.22,2.68
191.554,1.82,-2.88,2.76
191.564,1.6,-2.18,2.57
191.576,1.05,-1.2,2.48
191.584,0.7,0.07,2.22
191.594,0.43,1.73,1.72
191.605,-0.19,3.41,1.2
191.614,-0.84,4.65,0.55
191.625,-1.3,5.51,-0.29
191.635,-1.66,6.26,-1.06
191.645,-2.0,6.7,-1.35
191.655,-2.07,6.68,-1.31
191.665,-2.01,6.29,-1.06
191.675,-1.73,5.78,-0.49
191.685,-1.39,5.08,0.33
191.695,-1.13,4.15,1.02
191.705,-1.08,3.19,1.51
191.715,-1.31,2.33,1.81
191.725,-1.69,1.46,1.99
191.735,-1.86,0.85,1.94
191.746,-1.84,0.55,1.71
191.756,-1.82,0.34,1.37
191.766,-1.8,0.19,0.96
191.776,-1.78,0.11,0.64
191.786,-1.79,0.02,0.47
191.796,-1.76,-0.15,0.32
191.806,-1.81,-0.42,0.17
191.816,-1.83,-0.76,0.07
191.826,-1.78,-1.01,0.01
191.836,-1.55,-1.07,-0.14
191.846,-1.2,-0.98,-0.45
191.856,-0.99,-0.82,-0.73
191.867,-0.69,-0.72,-1.0
191.876,-0.45,-0.68,-1.18
191.887,-0.26,-0.71,-1.2
191.897,0.02,-0.75,-1.12
191.907,0.4,-0.76,-0.92
191.917,0.82,-0.82,-0.65
191.927,1.25,-1.0,-0.41
191.937,1.58,-1.36,-0.23
191.947,1.86,-1.83,-0.15
191.957,2.12,-2.23,-0.14
191.967,2.29,-2.42,-0.22
191.977,2.44,-2.66,-0.41
191.987,2.63,-2.95,-0.67
191.997,2.8,-3.03,-0.86
192.008,2.91,-2.91,-0.9
192.018,3.02,-2.59,-0.85
192.028,3.14,-2.19,-0.71
192.038,3.08,-1.85,-0.43
192.048,2.77,-1.76,-0.15
192.058,2.48,-1.8,-0.02
192.068,2.06,-1.73,-0.1
192.078,1.61,-1.51,-0.27
192.088,1.39,-1.08,-0.41
192.098,1.23,-0.53,-0.47
192.108,1.18,0.09,-0.49
192.118,1.14,0.68,-0.38
192.129,1.11,1.13,-0.24
192.138,1.2,1.43,-0.2
192.149,1.39,1.61,-0.19
192.159,1.53,1.8,-0.2
192.169,1.63,2.0,-0.26
192.179,1.75,2.26,-0.4
192.189,1.65,2.41,-0.57
192.199,1.44,2.41,-0.76
192.209,1.18,2.28,-0.88
192.219,0.91,2.05,-0.99
192.229,0.77,1.82,-1.18
192.239,0.57,1.68,-1.4
192.25,0.29,1.59,-1.57
192.259,0.01,1.46,-1.72
192.27,-0.26,1.32,-1.83
192.28,-0.56,1.15,-1.73
192.29,-0.65,0.96,-1.51
192.3,-0.58,0.9,-1.11
192.31,-0.46,0.87,-0.58
192.32,-0.26,0.77,-0.07
192.33,-0.22,0.65,0.28
192.34,-0.27,0.55,0.47
192.35,-0.33,0.44,0.46
192.36,-0.5,0.3,0.35
192.37,-0.72,0.22,0.19
