timestamp,ax,ay,az
177.466,-0.14,0.3,-1.54
177.476,-0.12,0.29,-1.31
177.486,-0.13,0.29,-0.92
177.496,-0.11,0.24,-0.41
177.506,-0.17,0.2,0.04
177.516,-0.25,0.13,0.32
177.526,-0.38,-0.02,0.66
177.536,-0.43,-0.2,0.77
177.547,-0.51,-0.3,0.63
177.557,-0.63,-0.32,0.37
177.567,-0.6,-0.36,0.06
177.577,-0.61,-0.35,-0.21
177.587,-0.6,-0.38,-0.43
177.597,-0.65,-0.44,-0.55
177.607,-0.68,-0.53,-0.6
177.617,-0.8,-0.64,-0.64
177.627,-0.98,-0.73,-0.69
177.637,-1.1,-0.73,-0.66
177.647,-1.22,-0.73,-0.65
177.657,-1.33,-0.69,-0.64
177.668,-1.37,-0.65,-0.61
177.678,-1.33,-0.61,-0.51
177.688,-1.22,-0.54,-0.25
177.698,-1.14,-0.49,0.1
177.708,-1.08,-0.47,0.47
177.718,-1.12,-0.43,0.81
177.728,-1.12,-0.37,1.12
177.738,-1.16,-0.26,1.37
177.748,-1.24,-0.18,1.53
177.758,-1.37,-0.19,1.6
177.768,-1.37,-0.16,1.62
177.778,-1.33,-0.12,1.75
177.788,-1.34,-0.12,1.67
177.798,-1.32,0.01,1.43
177.809,-1.2,0.2,1.16
177.819,-1.11,0.39,0.81
177.829,-1.04,0.66,0.34
177.839,-0.89,0.91,-0.1
177.849,-0.86,1.05,-0.41
177.859,-0.86,1.15,-0.59
177.869,-0.91,1.28,-0.7
177.879,-1.01,1.4,-0.81
177.889,-1.03,1.49,-0.98
177.899,-1.02,1.53,-1.12
177.909,-1.04,1.48,-1.15
177.919,-1.06,1.36,-1.07
177.93,-1.06,1.28,-0.93
177.94,-1.04,1.15,-0.74
177.95,-1.02,0.99,-0.56
177.96,-1.02,0.8,-0.52
177.97,-1.06,0.63,-0.53
177.98,-1.15,0.45,-0.54
177.99,-1.18,0.28,-0.48
178.0,-1.2,0.17,-0.35
178.01,-1.2,0.1,-0.11
178.02,-1.15,0.14,0.12
178.03,-1.05,0.24,0.3
178.04,-0.95,0.28,0.51
178.051,-0.88,0.29,0.69
178.061,-0.84,0.26,0.88
178.071,-0.75,0.17,1.05
178.081,-0.75,0.02,1.06
178.091,-0.79,-0.11,1.02
178.101,-0.86,-0.27,0.96
178.111,-0.93,-0.38,0.87
