timestamp,ax,ay,az
21.086,0.49,-0.61,-0.22
21.096,0.57,-0.68,-0.13
21.106,0.73,-0.69,0.15
21.116,0.94,-0.72,0.5
21.126,1.15,-0.82,0.82
21.136,1.35,-0.91,1.01
21.146,1.49,-1.03,1.06
21.156,1.62,-1.2,0.95
21.166,1.67,-1.28,0.68
21.177,1.58,-1.28,0.23
21.186,1.44,-1.27,-0.27
21.197,1.51,-1.15,-0.77
21.206,1.56,-0.8,-1.19
21.217,1.48,-0.66,-1.47
21.227,1.46,-0.72,-1.65
21.237,1.39,-0.65,-1.6
21.247,1.44,-0.55,-1.4
21.257,1.59,-0.47,-1.11
21.267,1.81,-0.2,-0.81
21.277,2.06,0.17,-0.6
21.287,2.51,0.74,-0.57
21.298,2.87,1.29,-0.82
21.307,3.3,1.64,-1.19
21.318,3.68,1.97,-1.32
21.328,3.63,1.8,-1.22
21.338,3.19,1.41,-1.01
21.348,2.82,1.13,-0.73
21.358,2.73,1.12,-0.55
21.368,2.86,1.38,-0.4
21.378,2.96,1.5,-0.21
21.388,3.14,1.39,-0.04
21.398,3.24,1.14,0.22
21.408,3.36,0.74,0.31
21.418,3.23,0.53,0.37
21.428,2.97,0.23,0.4
21.439,2.62,-0.01,0.2
21.449,2.18,-0.04,-0.12
21.459,1.55,-0.18,-0.45
21.469,0.96,-0.42,-0.72
21.479,0.49,-0.58,-0.96
21.489,0.33,-0.61,-1.08
21.499,0.41,-0.6,-1.05
21.509,0.49,-0.66,-0.95
21.519,0.58,-0.67,-0.9
21.529,0.6,-0.7,-0.9
21.539,0.68,-0.73,-0.92
21.549,0.77,-0.53,-1.07
21.56,0.68,-0.36,-1.21
21.569,0.63,-0.31,-1.25
21.58,0.74,-0.27,-1.0
21.59,0.77,-0.17,-0.47
21.6,0.68,-0.08,0.01
21.61,0.4,0.02,0.39
21.62,-0.11,0.02,0.61
21.63,-0.6,0.04,0.73
21.64,-1.0,0.05,0.93
21.65,-1.0,0.1,1.1
21.66,-0.97,0.06,1.25
21.67,-1.0,-0.09,1.56
21.68,-0.72,-0.23,1.89
21.69,-0.26,-0.29,2.26
21.701,0.08,-0.31,2.41
21.711,0.38,-0.28,2.15
21.721,0.53,-0.24,1.45
21.731,0.32,-0.18,0.41
21.741,0.19,-0.08,-0.59
21.751,0.03,-0.01,-1.32
21.761,-0.12,-0.03,-1.81
21.771,0.01,-0.09,-2.0
21.781,0.35,-0.06,-1.88
21.791,0.56,-0.03,-1.58
21.801,0.65,-0.07,-1.38
21.811,0.6,-0.14,-1.31
21.822,0.36,-0.28,-1.25
21.832,0.16,-0.42,-1.07
21.842,-0.04,-0.52,-0.69
21.852,-0.2,-0.56,-0.22
21.862,-0.47,-0.61,0.17
21.872,-0.79,-0.69,0.39
21.882,-1.03,-0.74,0.56
21.892,-1.17,-0.72,0.68
21.902,-1.33,-0.78,0.79
21.912,-1.6,-0.88,0.85
21.922,-1.76,-1.03,0.91
21.932,-1.84,-1.11,0.93
21.943,-1.78,-1.1,0.89
21.952,-1.62,-1.0,0.63
21.963,-1.6,-0.75,0.24
21.973,-1.63,-0.53,-0.27
21.983,-1.65,-0.25,-0.68
21.993,-1.62,-0.09,-1.0
22.003,-1.59,-0.0,-1.09
22.013,-1.5,0.13,-0.85
22.023,-1.29,0.3,-0.48
22.033,-1.08,0.56,-0.1
22.043,-0.86,0.79,0.08
22.053,-0.64,0.98,0.07
22.064,-0.59,1.27,-0.09
22.073,-0.56,1.46,-0.29
22.084,-0.58,1.56,-0.53
22.094,-0.64,1.67,-0.62
22.104,-0.6,1.7,-0.71
22.114,-0.67,1.75,-0.74
22.124,-0.78,1.76,-0.75
22.134,-0.85,1.78,-0.86
22.144,-1.05,1.8,-0.93
22.154,-1.24,1.79,-1.06
22.164,-1.48,1.76,-1.17
22.174,-1.65,1.7,-1.1
22.184,-1.75,1.6,-0.86
22.194,-1.66,1.5,-0.45
22.205,-1.48,1.45,-0.08
22.214,-1.35,1.31,0.22
22.225,-1.31,1.1,0.35
22.235,-1.36,0.92,0.34
22.246,-1.45,0.71,0.2
22.255,-1.55,0.48,0.07
22.265,-1.61,0.18,-0.03
22.275,-1.6,-0.04,0.01
22.285,-1.55,-0.18,0.17
22.295,-1.39,-0.24,0.36
22.305,-1.24,-0.16,0.52
22.315,-1.04,-0.08,0.55
22.326,-0.81,0.06,0.49
22.335,-0.68,0.07,0.45
22.346,-0.55,-0.03,0.45
22.356,-0.42,-0.14,0.4
22.366,-0.27,-0.16,0.27
22.376,-0.24,-0.24,0.11
22.386,-0.29,-0.39,-0.04
22.396,-0.39,-0.46,-0.22
22.406,-0.57,-0.54,-0.4
22.416,-0.8,-0.58,-0.47
22.426,-0.93,-0.57,-0.47
22.436,-0.99,-0.54,-0.24
22.446,-0.89,-0.51,0.03
22.456,-0.73,-0.44,0.26
22.467,-0.61,-0.44,0.4
22.477,-0.52,-0.51,0.4
22.487,-0.53,-0.6,0.34
22.497,-0.64,-0.74,0.28
22.507,-0.81,-0.85,0.28
22.517,-0.96,-1.01,0.3
22.527,-1.05,-1.1,0.28
22.537,-1.07,-0.95,0.04
22.547,-1.06,-0.75,-0.31
22.557,-0.97,-0.56,-0.57
22.568,-0.71,-0.32,-0.56
22.577,-0.19,-0.06,-0.38
22.588,0.45,0.04,-0.01
22.598,0.91,0.2,0.52
22.608,1.24,0.22,0.89
22.618,1.41,0.1,0.94
22.628,1.42,0.06,0.75
22.638,1.27,-0.02,0.43
22.648,1.06,-0.02,0.0
22.658,1.0,0.05,-0.33
22.668,0.95,-0.1,-0.45
22.678,0.87,-0.27,-0.41
22.688,0.87,-0.42,-0.33
22.698,0.94,-0.5,-0.27
22.709,0.95,-0.56,-0.15
22.718,0.9,-0.58,-0.05
22.729,0.93,-0.48,-0.04
22.739,0.97,-0.4,-0.1
22.749,1.06,-0.37,-0.12
22.759,1.16,-0.35,-0.06
22.769,1.32,-0.31,0.01
22.779,1.44,-0.3,0.08
22.789,1.53,-0.39,0.07
22.799,1.63,-0.42,0.0
22.809,1.6,-0.33,-0.22
22.819,1.56,-0.26,-0.64
22.83,1.52,-0.14,-0.95
22.839,1.42,0.04,-1.07
22.85,1.28,0.14,-1.09
22.86,1.2,0.27,-1.03
22.87,1.18,0.5,-0.81
22.88,1.37,0.76,-0.49
22.89,1.54,1.02,-0.08
22.9,1.76,1.19,0.34
22.91,1.86,1.3,0.81
22.92,1.91,1.24,1.08
22.93,1.88,1.3,0.88
22.94,1.57,1.39,0.51
22.951,1.34,1.35,0.13
22.96,1.41,1.48,0.09
22.971,1.68,1.41,0.4
22.981,2.17,1.36,0.81
22.991,2.56,1.34,1.08
23.001,2.69,1.18,1.24
23.011,2.59,0.93,1.22
23.021,2.42,0.73,1.05
23.031,2.2,0.52,0.81
23.041,1.91,0.24,0.55
23.051,1.56,-0.06,0.31
23.061,1.27,-0.4,0.08
23.071,1.04,-0.67,-0.09
23.081,0.98,-0.8,-0.22
23.092,1.07,-0.86,-0.41
23.101,1.08,-0.88,-0.63
23.112,1.02,-0.9,-0.9
23.122,0.91,-0.99,-1.15
23.132,0.89,-1.0,-1.28
23.142,0.86,-1.0,-1.25
23.152,0.84,-1.09,-1.05
23.162,0.94,-1.12,-0.79
23.172,1.05,-1.08,-0.57
23.182,1.12,-0.97,-0.4
23.192,1.26,-0.89,-0.17
23.202,1.43,-0.76,0.11
23.212,1.62,-0.73,0.44
23.222,1.65,-0.78,0.71
23.233,1.53,-0.8,0.88
23.243,1.47,-0.77,0.94
23.253,1.34,-0.78,1.04
23.263,1.12,-0.84,1.07
23.273,0.93,-0.92,1.07
23.283,0.75,-0.99,1.03
23.293,0.55,-0.95,0.9
23.303,0.29,-0.86,0.73
23.313,0.07,-0.78,0.48
23.323,-0.05,-0.6,0.15
23.333,-0.02,-0.3,-0.09
23.343,0.07,-0.06,-0.26
23.354,0.14,0.1,-0.33
23.364,0.19,0.25,-0.55
23.374,0.14,0.3,-0.83
23.384,-0.07,0.28,-1.09
23.394,-0.22,0.2,-1.31
23.404,-0.25,0.2,-1.42
23.414,-0.37,0.23,-1.34
23.424,-0.53,0.21,-1.06
23.434,-0.72,0.1,-0.57
23.444,-0.85,-0.16,0.11
23.454,-0.81,-0.42,0.73
23.464,-0.81,-0.68,1.22
