timestamp,ax,ay,az
110.487,-2.67,1.23,0.7
110.497,-2.32,1.35,0.71
110.507,-2.2,1.54,0.62
110.519,-2.03,1.63,0.57
110.527,-1.5,1.53,0.65
110.537,-0.89,1.29,0.81
110.547,-0.32,0.96,1.07
110.558,0.33,0.62,1.37
110.568,0.96,0.4,1.68
110.578,1.57,0.23,1.66
110.588,1.78,0.14,1.33
110.598,1.7,0.31,0.79
110.608,1.68,0.54,0.25
110.618,1.73,0.7,-0.14
110.628,2.03,0.8,-0.43
110.638,2.43,0.91,-0.54
110.648,2.78,0.9,-0.44
110.658,3.01,0.77,-0.4
110.668,2.97,0.56,-0.52
110.678,2.56,0.28,-0.63
110.689,2.07,0.09,-0.49
110.699,2.2,0.18,-0.26
110.709,1.82,0.05,-0.11
110.719,0.95,-0.45,-0.07
110.729,0.92,-0.61,-0.05
110.739,0.93,-0.57,-0.04
110.749,0.98,-0.59,0.0
110.759,1.05,-0.61,0.14
110.769,1.26,-0.45,0.36
110.779,1.73,-0.14,0.68
110.789,2.19,0.12,0.98
110.799,2.48,0.28,1.1
110.81,2.56,0.37,1.0
110.819,2.43,0.43,0.67
110.83,2.13,0.56,0.2
110.84,1.75,0.66,0.03
110.85,1.3,0.75,-0.01
110.86,0.68,0.72,-0.65
110.87,0.1,0.67,-0.72
110.88,-0.64,0.68,-0.67
110.89,-1.17,0.57,-0.75
110.9,-1.66,0.57,-0.78
110.91,-2.13,0.63,-0.72
110.92,-2.29,0.64,-0.6
110.93,-2.31,0.59,-0.44
110.94,-2.26,0.47,-0.27
110.951,-2.29,0.23,-0.09
110.96,-2.38,-0.0,0.01
110.971,-2.47,-0.2,0.03
110.981,-2.75,-0.25,0.21
110.991,-3.03,-0.12,0.31
111.001,-3.55,0.26,0.39
111.011,-4.04,0.83,0.72
111.021,-3.92,1.17,1.42
111.031,-3.2,1.29,2.43
111.041,-2.35,1.38,3.34
111.051,-1.76,1.45,3.76
111.061,-1.35,1.33,3.51
111.071,-0.91,0.99,2.68
111.082,-0.79,0.56,1.69
111.092,-0.97,0.17,0.64
111.102,-1.25,-0.09,-0.27
111.112,-1.23,-0.0,-0.73
111.122,-1.3,0.15,-0.57
111.132,-1.24,0.08,-0.2
111.142,-0.9,-0.18,0.33
111.152,-0.37,-0.38,0.82
111.162,0.18,-0.59,1.17
111.172,0.52,-0.74,1.36
111.182,0.71,-0.91,1.19
111.192,0.62,-1.22,0.81
111.202,0.75,-0.69,0.05
111.213,0.98,0.11,-0.36
111.223,1.05,0.07,-0.75
111.233,0.74,-0.26,-1.16
111.243,0.63,-0.51,-1.25
111.253,0.81,-0.6,-0.63
111.263,1.03,-0.87,0.12
