timestamp,ax,ay,az
149.04,0.0,-0.13,0.11
149.05,-0.05,-0.11,0.18
149.061,-0.12,-0.02,0.24
149.07,-0.15,0.08,0.19
149.081,-0.24,0.16,0.02
149.091,-0.55,0.27,-0.26
149.101,-0.95,0.19,-0.61
149.111,-1.34,0.03,-0.78
149.121,-1.32,-0.16,-0.7
149.131,-0.73,-0.15,-0.48
149.141,0.05,0.32,-0.05
149.151,0.22,0.89,0.66
149.161,0.35,0.87,1.09
149.171,0.37,0.44,1.2
149.182,0.04,0.1,1.38
149.191,0.03,-0.07,1.39
149.202,0.05,-0.17,1.37
149.212,-0.03,-0.2,1.36
149.222,-0.32,-0.21,1.0
149.232,-0.34,-0.03,0.86
149.242,-0.33,0.12,1.03
149.252,-0.47,0.19,1.2
149.262,-0.65,0.2,1.09
149.272,-0.87,0.2,1.0
149.282,-1.11,0.25,0.85
149.292,-1.27,0.26,0.59
149.302,-1.47,0.2,0.4
149.312,-1.7,0.09,0.22
149.323,-1.77,-0.03,0.08
149.333,-1.64,-0.12,0.14
149.343,-1.38,-0.1,0.35
149.353,-1.08,-0.04,0.56
149.363,-0.83,0.04,0.75
149.373,-0.49,0.13,0.83
149.383,-0.27,0.23,0.87
149.393,-0.12,0.34,0.88
149.403,-0.07,0.32,0.91
149.413,-0.05,0.28,0.92
149.423,-0.06,0.38,1.03
149.433,-0.0,0.53,1.16
149.444,0.16,0.72,1.33
149.454,0.15,0.95,1.56
149.464,-0.15,1.28,1.59
149.474,-0.71,1.7,1.23
149.484,-1.29,2.05,0.46
149.494,-2.02,2.21,-0.25
149.504,-2.65,2.21,-0.95
149.514,-3.2,2.18,-1.53
149.524,-3.51,1.94,-1.81
149.534,-3.59,1.59,-1.87
149.544,-3.52,1.3,-1.62
149.554,-3.33,0.89,-1.3
149.565,-3.01,0.4,-1.09
149.574,-2.62,-0.05,-1.03
149.585,-2.17,-0.4,-1.07
149.595,-1.79,-0.59,-1.18
149.605,-1.64,-0.73,-1.28
149.615,-1.15,-0.21,-1.43
149.625,-1.03,0.42,-1.68
149.635,-1.05,0.42,-1.76
149.645,-0.85,0.28,-1.47
149.655,-0.73,0.27,-0.67
149.665,-0.55,0.24,0.24
149.675,-0.34,-0.05,0.8
149.685,-0.38,-0.4,1.08
149.695,-0.57,-0.62,1.29
149.706,-0.76,-0.8,1.4
149.716,-0.89,-0.89,1.34
149.726,-1.1,-0.89,1.03
149.736,-1.4,-0.93,0.71
149.746,-1.61,-0.96,0.75
149.756,-1.67,-1.0,0.76
149.766,-1.63,-1.12,0.64
149.776,-1.59,-1.2,0.61
149.786,-1.56,-1.22,0.49
149.796,-1.46,-1.16,0.42
149.806,-1.43,-1.12,0.53
149.816,-1.45,-1.16,0.6
149.827,-1.59,-1.17,0.65
149.836,-1.78,-1.13,0.76
149.847,-1.75,-1.02,0.85
149.857,-1.69,-0.86,0.96
149.867,-1.55,-0.61,1.02
149.877,-1.34,-0.38,0.95
149.887,-1.17,-0.19,0.81
149.897,-0.8,-0.03,0.77
149.907,-0.52,0.02,0.87
149.917,-0.27,-0.03,1.0
149.927,0.07,-0.07,1.12
149.937,0.5,0.0,1.26
149.948,0.99,0.18,1.44
149.957,1.28,0.34,1.49
149.968,1.39,0.44,1.22
149.978,1.42,0.59,0.83
149.988,1.38,0.8,0.43
149.998,1.28,0.95,0.04
150.008,1.19,0.96,-0.15
150.018,1.16,0.88,-0.13
150.028,1.17,0.79,0.08
150.038,1.19,0.71,0.34
150.048,1.25,0.66,0.6
150.058,1.3,0.63,0.73
150.068,1.43,0.6,0.61
150.078,1.49,0.61,0.37
150.089,1.37,0.42,0.06
150.098,1.21,0.03,-0.32
150.109,1.04,-0.29,-0.67
150.119,1.06,-0.38,-0.92
150.129,1.3,-0.36,-1.12
150.139,1.64,-0.35,-1.09
150.149,2.05,-0.27,-0.8
150.159,2.37,-0.29,-0.31
150.169,2.55,-0.41,0.18
150.179,2.72,-0.46,0.56
150.189,2.87,-0.44,0.81
150.199,3.03,-0.28,1.08
150.21,2.92,0.02,1.06
150.219,2.35,0.2,0.39
150.23,1.65,0.34,-0.73
150.24,1.25,0.51,-1.6
150.25,1.01,0.66,-1.92
150.26,0.93,0.77,-1.97
150.27,1.13,0.79,-1.84
150.28,1.33,0.85,-1.72
150.29,1.46,0.81,-1.7
150.3,1.72,0.87,-1.77
150.31,2.03,0.96,-1.96
150.32,2.23,0.98,-2.32
150.33,2.34,1.02,-2.63
150.34,2.38,1.03,-2.82
150.351,2.4,0.93,-2.87
150.361,2.38,0.8,-2.66
150.371,2.3,0.61,-2.4
150.381,2.13,0.42,-2.25
150.391,1.95,0.31,-2.08
150.401,1.72,0.36,-1.97
150.411,1.46,0.3,-1.8
150.421,1.32,0.2,-1.5
150.431,1.31,0.13,-1.18
150.441,1.32,0.1,-0.94
150.451,1.16,0.03,-0.85
150.461,0.99,-0.1,-0.8
150.472,0.91,-0.17,-0.72
150.481,0.77,-0.28,-0.56
150.492,0.58,-0.54,-0.46
150.502,0.45,-0.76,-0.3
150.512,0.31,-0.94,-0.06
150.522,0.3,-1.11,0.06
150.532,0.33,-1.15,0.06
150.542,0.33,-1.2,0.04
150.552,0.39,-1.21,0.12
150.562,0.47,-1.23,0.15
150.572,0.46,-1.27,0.12
150.582,0.46,-1.23,0.14
150.593,0.46,-1.14,0.2
150.602,0.42,-1.07,0.3
150.613,0.35,-1.06,0.44
150.623,0.37,-1.1,0.56
150.633,0.39,-1.0,0.65
150.643,0.36,-0.8,0.65
150.653,0.37,-0.62,0.55
150.663,0.39,-0.37,0.47
150.673,0.35,-0.07,0.41
150.683,0.26,0.07,0.47
150.693,0.28,0.09,0.67
150.703,0.33,0.15,0.91
150.714,0.42,0.18,1.15
150.723,0.5,0.15,1.18
150.734,0.39,0.1,0.84
150.744,0.25,-0.01,0.52
150.754,0.13,-0.14,0.24
150.764,0.02,-0.25,0.23
150.774,-0.17,-0.39,0.38
150.784,-0.47,-0.56,0.41
150.794,-0.78,-0.69,0.38
150.804,-0.95,-0.74,0.39
150.814,-1.08,-0.65,0.36
150.824,-1.04,-0.53,0.45
150.834,-1.1,-0.38,0.52
150.844,-1.24,-0.33,0.39
150.855,-1.48,-0.34,0.14
150.865,-1.72,-0.33,-0.11
150.875,-1.9,-0.3,-0.22
150.885,-1.9,-0.3,-0.18
150.895,-2.01,-0.15,-0.26
150.905,-2.16,-0.0,-0.46
150.915,-2.18,0.07,-0.53
150.925,-2.11,0.11,-0.38
150.935,-2.02,0.13,-0.1
150.945,-1.91,0.23,0.36
150.956,-1.79,0.38,0.91
150.965,-1.67,0.57,1.43
150.976,-1.65,0.77,1.83
150.985,-1.62,0.96,2.07
150.996,-1.52,1.28,2.14
151.006,-1.38,1.83,2.01
151.016,-1.18,2.5,1.55
151.026,-1.11,3.29,0.77
151.036,-1.1,3.81,0.13
151.046,-1.06,4.08,-0.16
151.056,-1.02,4.11,-0.15
151.066,-0.63,3.97,0.45
151.076,-0.21,3.67,1.29
151.086,0.01,3.09,1.83
151.097,0.08,2.41,2.02
151.106,0.08,1.78,1.73
151.117,-0.29,1.37,1.03
151.127,-0.78,1.04,0.05
151.137,-1.15,0.67,-0.71
151.147,-1.48,0.39,-1.16
151.157,-1.82,0.19,-1.63
151.167,-1.93,-0.07,-1.78
151.177,-1.97,-0.3,-1.58
151.187,-2.05,-0.62,-1.21
151.197,-1.99,-0.91,-0.83
151.207,-1.83,-1.0,-0.3
151.218,-1.69,-0.9,0.14
151.227,-1.72,-0.76,0.4
151.238,-1.79,-0.69,0.49
151.248,-1.89,-0.56,0.55
151.258,-2.05,-0.44,0.56
151.268,-2.19,-0.43,0.52
151.278,-2.26,-0.46,0.47
151.288,-2.19,-0.48,0.44
151.298,-2.0,-0.51,0.51
151.308,-1.78,-0.54,0.54
151.318,-1.62,-0.68,0.63
151.328,-1.35,-0.95,0.83
151.338,-1.06,-1.2,1.1
151.348,-0.87,-1.41,1.27
151.359,-0.82,-1.51,1.32
151.368,-0.82,-1.51,1.38
151.379,-0.83,-1.48,1.55
151.389,-0.85,-1.49,1.5
151.399,-0.87,-1.37,1.44
151.409,-0.95,-1.25,1.44
151.419,-0.99,-1.09,1.23
151.429,-0.9,-0.75,0.85
151.439,-0.89,-0.32,0.54
151.449,-0.88,-0.0,0.27
151.459,-0.88,0.22,-0.02
151.469,-0.85,0.32,-0.25
151.48,-0.76,0.35,-0.32
151.489,-0.65,0.34,-0.27
151.5,-0.46,0.32,-0.14
151.51,-0.15,0.34,-0.03
151.52,0.24,0.42,0.12
151.53,0.55,0.47,0.29
151.54,0.71,0.4,0.28
151.55,0.91,0.41,0.11
151.56,0.98,0.47,-0.09
151.57,0.92,0.49,-0.37
151.58,0.88,0.49,-0.66
151.59,0.89,0.45,-0.78
151.601,0.94,0.34,-0.57
151.61,1.05,0.19,-0.22
151.621,1.14,-0.04,0.2
151.631,1.19,-0.27,0.53
151.641,1.23,-0.47,0.74
151.651,1.26,-0.62,0.88
151.661,1.2,-0.68,0.86
151.671,0.99,-0.72,0.73
151.681,0.81,-0.75,0.65
151.691,0.69,-0.72,0.37
151.701,0.55,-0.65,0.01
151.711,0.58,-0.53,-0.17
151.722,0.72,-0.39,-0.29
151.731,0.98,-0.4,-0.24
151.742,1.32,-0.53,-0.12
151.751,1.61,-0.64,-0.01
151.762,2.07,-0.67,0.0
151.772,2.36,-0.58,-0.12
