timestamp,ax,ay,az
203.095,4.04,-1.89,-0.06
203.105,2.91,-1.92,0.09
203.115,2.07,-1.47,0.33
203.125,1.47,-0.76,0.4
203.135,0.73,0.09,0.39
203.145,-0.03,1.01,0.2
203.155,-0.78,1.78,-0.36
203.166,-1.71,2.23,-1.16
203.176,-2.57,2.41,-1.87
203.186,-3.09,2.44,-2.33
203.196,-3.15,2.26,-2.44
203.206,-2.92,1.94,-2.27
203.216,-2.48,1.71,-1.7
203.226,-2.18,1.53,-0.84
203.236,-2.19,1.56,0.12
203.246,-2.16,1.56,0.96
203.256,-2.0,1.3,1.52
203.266,-1.92,0.88,1.95
203.276,-1.89,0.51,2.4
203.286,-1.9,0.2,2.8
203.296,-1.8,-0.13,2.94
203.307,-1.7,-0.42,2.78
203.317,-1.66,-0.71,2.31
203.327,-1.6,-0.99,1.75
203.337,-1.56,-1.14,1.15
203.347,-1.52,-1.23,0.32
203.357,-1.31,-1.47,-0.57
203.367,-0.77,-1.75,-1.26
203.377,-0.46,-2.05,-1.81
203.387,-0.52,-2.03,-1.96
203.397,-0.6,-1.54,-1.39
203.407,-0.74,-1.3,0.23
203.417,-1.1,-1.62,3.02
203.428,-0.78,-1.76,5.67
203.438,-0.34,-1.56,7.5
203.448,-0.02,-1.03,8.71
203.458,0.5,-0.2,9.35
203.468,0.84,1.06,9.57
203.478,0.53,2.42,9.79
203.488,0.08,3.17,10.36
203.499,0.05,3.19,11.25
203.508,-0.59,2.42,12.8
203.518,-1.52,1.39,13.91
203.529,-2.61,0.25,14.26
203.539,-4.11,-1.16,14.64
203.549,-5.33,-2.27,14.65
203.559,-7.67,-3.43,14.62
203.569,-7.68,-4.04,14.88
203.579,-4.02,-2.34,14.94
203.589,-0.75,0.87,14.41
203.599,1.99,3.67,12.65
203.609,3.38,5.96,9.8
203.619,3.76,7.3,6.78
203.629,4.43,7.64,4.23
203.639,4.99,7.46,1.91
203.649,5.25,6.38,0.24
203.659,5.23,4.95,-0.84
203.67,5.02,3.55,-1.68
203.68,4.36,2.27,-2.38
203.69,4.08,1.21,-3.01
203.7,4.54,0.42,-3.17
203.71,5.2,-0.32,-3.05
203.72,5.62,-0.83,-2.74
203.73,5.71,-1.36,-2.01
203.74,5.6,-1.89,-1.1
203.75,5.59,-2.26,-0.5
203.76,5.73,-2.28,-0.14
203.77,5.83,-2.09,0.24
203.78,5.81,-1.69,0.54
203.791,5.65,-1.53,0.5
203.8,5.33,-1.69,0.36
203.811,5.12,-1.87,0.23
203.821,5.17,-1.9,0.29
203.831,5.56,-1.88,0.35
203.841,6.35,-1.67,0.44
203.851,7.62,-1.2,0.5
203.861,9.03,-0.58,0.7
203.871,9.88,-0.18,1.29
203.881,10.31,-0.36,2.26
203.891,10.8,-1.15,3.27
203.901,11.17,-2.07,4.12
203.911,11.47,-2.8,4.53
203.921,12.02,-3.47,4.4
203.932,12.98,-3.86,4.03
203.942,13.9,-3.91,3.79
203.952,14.63,-3.75,3.55
203.962,15.26,-3.67,3.31
203.972,15.77,-3.92,3.31
203.982,16.7,-4.12,3.67
203.992,18.06,-3.89,3.98
204.002,19.21,-3.37,4.09
204.012,20.0,-2.67,4.32
204.022,19.98,-2.09,4.74
204.032,19.59,-1.44,5.53
204.042,19.63,-0.83,6.33
204.053,19.82,-0.7,6.71
204.062,20.09,-0.69,6.42
204.073,20.03,-0.74,5.52
204.083,20.21,-0.9,3.96
204.093,21.23,-0.67,1.46
204.103,21.64,-0.07,-1.53
204.113,21.01,0.42,-4.03
204.123,19.84,0.64,-6.12
204.133,17.35,0.2,-8.0
204.143,13.98,-0.43,-9.31
204.153,10.71,-0.49,-10.68
204.163,8.07,0.21,-12.26
204.174,6.51,1.56,-13.2
204.184,5.52,2.62,-13.74
204.194,4.64,2.81,-14.07
204.204,3.17,2.52,-14.07
204.214,1.77,1.34,-13.93
204.224,1.35,-0.4,-13.49
