timestamp,ax,ay,az
209.722,-0.01,0.0,-0.04
209.732,0.01,0.0,-0.06
209.742,-0.0,0.0,-0.05
209.752,0.01,-0.0,-0.06
209.762,-0.0,-0.01,-0.04
209.772,-0.02,0.01,-0.04
209.782,0.0,0.0,-0.06
209.792,0.0,0.01,-0.04
209.803,-0.0,0.01,-0.06
209.812,-0.0,0.0,-0.05
209.823,-0.01,-0.02,-0.04
209.833,0.0,0.0,-0.02
209.843,-0.02,0.01,-0.04
209.853,-0.01,0.0,-0.03
209.863,-0.0,0.02,-0.05
209.873,-0.02,0.0,-0.05
209.883,-0.01,0.01,-0.05
209.893,-0.01,0.01,-0.05
209.903,-0.01,0.0,-0.04
209.913,-0.01,-0.0,-0.05
209.924,0.01,-0.01,-0.04
209.933,0.01,0.0,-0.06
209.944,-0.0,0.01,-0.06
209.954,0.01,0.0,-0.05
209.964,-0.01,-0.01,-0.05
209.974,-0.01,0.0,-0.04
209.984,0.01,0.01,-0.06
209.994,-0.0,0.01,-0.05
210.004,0.0,-0.0,-0.05
210.014,-0.01,0.0,-0.05
210.024,0.01,0.0,-0.04
210.034,0.0,0.01,-0.06
210.045,-0.0,0.0,-0.05
210.055,-0.01,0.0,-0.05
210.065,-0.0,0.01,-0.04
210.075,0.02,0.02,-0.06
210.085,-0.01,-0.01,-0.06
210.095,-0.01,0.01,-0.05
210.105,-0.0,0.01,-0.05
210.115,-0.0,-0.01,-0.05
210.125,-0.01,0.0,-0.05
210.135,-0.01,-0.0,-0.05
210.145,-0.01,0.01,-0.04
210.155,0.0,0.01,-0.04
210.165,0.0,0.01,-0.04
210.176,-0.01,0.0,-0.06
210.186,0.0,0.02,-0.05
210.196,0.0,0.01,-0.04
210.206,-0.0,0.0,-0.05
210.216,0.02,0.0,-0.05
210.226,0.0,0.01,-0.04
210.236,0.01,0.01,-0.06
210.246,0.01,0.0,-0.05
210.256,0.0,-0.0,-0.03
210.266,0.01,0.01,-0.04
210.276,0.01,0.0,-0.05
210.286,0.0,0.01,-0.06
210.297,0.0,0.01,-0.04
210.307,-0.01,0.0,-0.05
210.317,-0.01,0.01,-0.05
210.327,-0.01,0.03,-0.06
210.337,-0.01,-0.0,-0.04
210.347,-0.01,0.01,-0.06
210.357,0.02,0.0,-0.05
210.367,0.01,-0.0,-0.05
210.377,0.0,0.0,-0.05
210.387,-0.0,0.01,-0.07
210.397,0.01,0.02,-0.06
210.408,-0.01,0.02,-0.06
210.418,-0.01,0.01,-0.03
210.428,-0.02,0.0,-0.04
210.438,0.0,-0.0,-0.05
210.448,-0.0,0.0,-0.06
210.458,-0.0,0.01,-0.03
210.468,-0.0,0.01,-0.04
210.478,-0.0,0.01,-0.05
210.488,-0.01,0.0,-0.04
210.498,-0.02,0.0,-0.04
210.508,0.02,0.01,-0.05
210.518,0.0,0.01,-0.05
210.529,0.01,-0.01,-0.03
210.539,-0.01,0.02,-0.05
210.549,-0.01,0.0,-0.05
210.559,-0.01,-0.0,-0.05
210.569,-0.01,-0.0,-0.04
210.579,-0.01,-0.02,-0.05
210.589,0.02,0.0,-0.05
210.599,-0.01,-0.01,-0.06
210.609,-0.0,-0.01,-0.05
210.619,-0.01,0.0,-0.04
210.63,-0.01,0.01,-0.05
210.639,0.0,0.01,-0.05
210.65,-0.01,0.01,-0.04
210.66,0.0,-0.0,-0.05
210.67,-0.01,-0.0,-0.06
210.68,0.0,-0.0,-0.05
210.69,-0.0,0.01,-0.04
210.7,-0.01,0.01,-0.03
210.71,-0.0,0.01,-0.04
210.72,-0.02,0.01,-0.06
210.73,-0.0,0.01,-0.05
210.74,-0.0,0.02,-0.06
210.751,0.03,0.01,-0.06
210.76,0.0,0.0,-0.05
210.771,-0.0,0.0,-0.06
210.781,-0.0,0.01,-0.05
210.791,-0.01,0.01,-0.06
210.801,-0.01,0.0,-0.04
210.811,-0.01,0.01,-0.05
210.821,0.01,-0.01,-0.04
210.831,-0.0,-0.0,-0.06
210.841,-0.01,-0.0,-0.05
210.851,-0.02,0.0,-0.04
210.861,-0.01,0.0,-0.05
210.871,0.02,-0.0,-0.06
210.882,-0.01,0.01,-0.04
210.892,0.01,-0.01,-0.06
210.902,0.0,-0.0,-0.06
210.912,0.01,0.01,-0.05
210.922,-0.0,0.0,-0.03
210.932,0.01,0.0,-0.03
210.942,-0.01,0.0,-0.03
210.952,-0.0,0.02,-0.05
210.962,-0.0,-0.0,-0.07
210.972,0.0,-0.01,-0.04
210.982,-0.01,-0.0,-0.04
210.992,-0.01,-0.0,-0.05
211.003,0.0,0.0,-0.04
211.013,0.01,-0.0,-0.05
211.023,-0.0,0.0,-0.04
211.033,-0.01,-0.02,-0.05
211.043,-0.01,0.01,-0.05
211.053,-0.01,0.01,-0.04
211.063,0.02,-0.0,-0.03
211.073,0.0,0.0,-0.04
211.083,0.01,-0.0,-0.05
211.093,-0.01,0.0,-0.05
211.103,-0.01,-0.01,-0.04
211.114,-0.01,0.0,-0.06
211.124,-0.02,0.01,-0.05
211.134,-0.0,-0.0,-0.04
211.144,-0.01,0.0,-0.05
211.154,-0.02,-0.01,-0.04
211.164,-0.0,0.01,-0.04
211.174,-0.01,-0.01,-0.04
211.184,0.02,0.01,-0.05
211.194,0.01,0.02,-0.05
211.204,-0.01,-0.0,-0.05
211.214,-0.0,-0.0,-0.04
211.224,0.01,0.01,-0.04
211.234,0.01,0.01,-0.05
211.244,0.0,-0.0,-0.04
211.255,0.01,-0.0,-0.05
211.264,-0.01,0.01,-0.04
211.275,-0.01,0.0,-0.06
211.285,0.01,0.01,-0.05
211.295,-0.01,0.01,-0.04
211.305,-0.01,-0.01,-0.05
211.315,0.0,-0.0,-0.05
211.325,-0.01,0.01,-0.05
211.335,-0.01,-0.0,-0.05
211.345,-0.0,0.01,-0.04
211.355,-0.0,-0.01,-0.04
211.365,-0.01,0.01,-0.05
211.376,0.0,0.01,-0.05
211.386,0.0,0.0,-0.04
211.396,0.0,0.01,-0.03
211.406,-0.01,-0.01,-0.04
211.416,0.02,-0.01,-0.05
211.426,0.01,0.0,-0.04
211.436,0.0,-0.0,-0.05
211.446,-0.01,0.01,-0.06
211.456,-0.0,-0.0,-0.04
211.466,-0.0,-0.01,-0.05
211.476,-0.01,-0.01,-0.04
211.486,0.01,-0.0,-0.05
211.497,-0.02,-0.0,-0.07
211.507,-0.0,0.01,-0.06
211.517,0.01,0.01,-0.04
211.527,0.0,-0.0,-0.06
211.537,0.0,-0.01,-0.05
211.547,0.01,-0.0,-0.03
211.557,0.02,0.02,-0.04
211.567,-0.02,0.01,-0.05
211.577,-0.02,-0.01,-0.04
211.587,-0.02,0.0,-0.05
211.598,-0.01,-0.0,-0.06
211.607,-0.0,-0.0,-0.05
211.618,-0.01,-0.01,-0.06
211.628,-0.01,0.0,-0.05
211.638,0.01,0.0,-0.05
211.648,-0.0,-0.01,-0.04
211.658,-0.01,-0.01,-0.03
211.668,0.0,-0.0,-0.04
211.678,0.0,-0.01,-0.04
211.688,-0.0,-0.01,-0.05
211.698,0.0,-0.0,-0.04
211.708,-0.01,0.0,-0.05
211.718,-0.01,0.01,-0.04
211.728,-0.01,-0.01,-0.05
211.739,-0.01,0.01,-0.06
211.749,0.01,0.01,-0.03
211.759,-0.01,0.01,-0.04
211.769,0.01,0.01,-0.04
211.779,0.01,0.0,-0.04
211.789,-0.01,0.0,-0.05
211.799,-0.02,0.0,-0.06
211.809,-0.01,0.01,-0.04
211.819,-0.01,-0.01,-0.04
211.829,-0.01,0.0,-0.03
211.84,0.01,0.01,-0.04
211.849,-0.0,-0.0,-0.04
211.86,0.02,0.01,-0.06
211.87,-0.01,0.01,-0.05
211.88,-0.0,-0.01,-0.05
211.89,-0.0,-0.01,-0.05
211.9,-0.01,-0.01,-0.06
211.91,-0.0,0.0,-0.05
211.92,-0.0,0.0,-0.05
211.93,-0.01,0.0,-0.05
211.94,-0.0,-0.01,-0.04
211.95,-0.01,0.0,-0.05
211.96,-0.01,0.0,-0.06
211.97,0.01,0.0,-0.05
211.981,0.01,0.01,-0.05
211.991,-0.01,-0.0,-0.06
212.001,-0.0,0.01,-0.04
212.011,-0.0,0.01,-0.04
212.021,-0.01,-0.0,-0.04
212.031,-0.01,-0.01,-0.05
212.041,-0.0,-0.0,-0.05
212.051,-0.01,0.0,-0.05
212.061,-0.02,-0.02,-0.06
212.071,0.02,-0.01,-0.06
212.081,0.01,-0.01,-0.05
212.091,0.01,0.01,-0.05
212.102,-0.0,0.01,-0.04
212.112,0.0,-0.01,-0.04
212.122,-0.0,0.0,-0.05
212.132,-0.01,0.01,-0.05
212.142,0.01,-0.0,-0.02
212.152,0.0,-0.01,-0.05
212.162,-0.0,0.0,-0.04
212.172,-0.0,-0.01,-0.04
212.182,-0.01,-0.01,-0.05
212.192,-0.01,-0.02,-0.04
212.202,-0.01,-0.01,-0.03
212.213,-0.0,-0.0,-0.04
212.223,-0.01,-0.01,-0.05
212.233,0.01,-0.01,-0.05
212.243,0.01,0.01,-0.04
212.253,-0.01,0.0,-0.04
212.263,-0.01,0.01,-0.03
212.273,-0.0,-0.0,-0.04
212.283,-0.01,-0.01,-0.04
212.293,0.01,-0.0,-0.04
212.303,-0.01,-0.01,-0.04
212.313,-0.01,-0.01,-0.05
212.323,0.0,-0.02,-0.05
212.334,-0.01,-0.01,-0.03
212.344,0.0,-0.01,-0.04
212.354,0.0,-0.0,-0.04
212.364,-0.01,-0.01,-0.04
212.374,-0.01,-0.01,-0.04
