time,ax,ay,az,atotal
3.396,-1.16,1.26,-2.87,3.34
3.406,-1.48,1.08,-3.15,3.64
3.417,-1.71,0.92,-3.19,3.73
3.427,-1.63,0.85,-2.96,3.48
3.437,-1.46,0.66,-2.47,2.95
3.447,-1.54,0.24,-2.07,2.60
3.457,-1.62,-0.28,-1.81,2.44
3.467,-1.75,-0.64,-1.50,2.39
3.477,-1.81,-0.77,-1.13,2.26
3.487,-1.64,-0.75,-0.77,1.96
3.497,-1.16,-0.40,-0.35,1.28
3.507,-0.68,0.17,-0.03,0.70
3.517,-0.31,0.54,0.33,0.70
3.527,-0.31,0.83,0.59,1.06
3.538,-0.41,1.10,0.75,1.39
3.548,-0.35,1.33,0.73,1.55
3.558,-0.15,1.62,0.33,1.66
3.568,0.12,1.93,-0.22,1.95
3.578,0.13,1.96,-0.84,2.14
3.588,0.02,1.77,-1.42,2.27
3.598,0.04,1.48,-1.69,2.25
3.608,-0.01,1.01,-1.58,1.87
3.618,-0.39,0.35,-1.21,1.32
3.628,-0.81,-0.33,-0.67,1.10
3.638,-1.18,-0.92,-0.08,1.50
3.648,-1.41,-1.38,0.39,2.01
3.659,-1.40,-1.68,0.71,2.30
3.668,-1.42,-1.84,0.86,2.48
3.679,-1.57,-1.98,0.77,2.65
3.689,-1.87,-2.11,0.37,2.84
3.699,-2.47,-2.33,-0.32,3.41
3.709,-3.07,-2.41,-1.16,4.07
3.719,-3.46,-2.42,-1.92,4.64
3.729,-3.67,-2.37,-2.43,5.00
3.739,-3.83,-2.49,-2.71,5.31
3.749,-3.98,-2.82,-2.67,5.56
3.759,-4.08,-3.12,-2.45,5.69
3.769,-4.03,-3.35,-2.10,5.65
3.779,-3.84,-3.54,-1.61,5.46
3.789,-3.57,-3.58,-1.20,5.19
3.800,-3.34,-3.30,-0.77,4.76
3.810,-3.31,-2.93,-0.35,4.43
3.820,-3.73,-2.75,-0.29,4.65
3.830,-4.71,-2.58,-0.77,5.43
3.840,-5.53,-2.41,-1.42,6.20
3.850,-5.63,-2.38,-1.83,6.38
3.860,-4.49,-2.23,-1.43,5.21
3.870,-1.82,-2.25,-0.19,2.90
3.880,0.79,-2.36,1.33,2.82
3.890,2.74,-2.37,2.90,4.64
3.900,3.76,-2.32,4.33,6.18
3.910,3.83,-2.55,5.02,6.81
3.921,3.02,-2.66,5.05,6.45
3.931,2.27,-2.46,4.92,5.95
3.941,1.79,-2.25,4.70,5.51
3.951,1.55,-2.12,3.88,4.69
3.961,1.74,-2.08,2.68,3.81
3.971,2.03,-2.30,1.33,3.34
3.981,2.11,-2.37,0.09,3.17
3.991,2.28,-2.29,-0.43,3.26
4.001,2.71,-2.07,-0.36,3.43
4.011,3.34,-1.42,0.25,3.64
4.021,3.84,-0.82,1.31,4.14
4.031,4.38,-0.11,1.97,4.80
4.042,5.09,0.52,2.21,5.58
4.051,5.90,0.94,2.57,6.51
4.062,6.21,1.58,2.78,6.98
4.072,6.06,2.14,2.77,7.00
4.082,5.47,2.03,2.97,6.54
4.092,4.61,1.85,3.09,5.85
4.102,3.71,1.94,2.85,5.06
4.112,2.77,1.92,2.31,4.08
4.122,1.91,1.92,1.69,3.19
4.132,1.55,2.20,1.36,3.02
4.142,1.54,2.70,1.29,3.37
4.152,1.82,3.35,1.48,4.09
4.162,2.34,4.00,1.67,4.92
4.172,2.61,4.38,1.95,5.45
4.182,2.62,4.44,2.01,5.53
4.193,2.39,4.33,2.06,5.36
4.203,1.71,4.30,1.94,5.02
4.213,0.90,4.08,1.60,4.48
4.223,0.16,3.77,1.46,4.05
4.233,-0.38,3.50,1.23,3.73
4.243,-0.73,3.18,0.89,3.38
4.253,-1.09,2.56,0.75,2.88
4.263,-1.21,1.93,0.74,2.39
4.273,-0.96,1.53,0.98,2.05
4.283,-0.60,1.04,1.44,1.88
4.293,-0.39,0.58,1.45,1.61
4.303,-0.59,0.36,1.06,1.26
4.313,-1.24,0.25,0.67,1.43
4.324,-2.09,0.10,0.43,2.14
4.334,-3.16,-0.10,-0.01,3.16
4.344,-4.14,-0.06,-0.27,4.15
4.354,-5.10,0.07,-0.16,5.10
4.364,-5.61,0.16,0.04,5.61
4.374,-5.39,0.52,0.09,5.42
4.384,-4.47,1.07,0.28,4.61
4.394,-3.24,1.62,0.62,3.67
4.404,-2.21,1.98,0.38,2.99
4.414,-1.38,2.13,-0.08,2.54
4.424,-1.22,1.99,-0.70,2.44
4.434,-1.58,1.62,-1.22,2.57
4.444,-1.78,0.95,-1.34,2.42
4.454,-1.73,0.23,-1.00,2.01
4.465,-1.40,-0.43,-0.19,1.48
4.475,-1.06,-1.08,0.66,1.65
4.485,-0.71,-1.65,1.34,2.24
4.495,-0.51,-2.07,1.71,2.73
4.505,-0.40,-2.34,1.51,2.81
4.515,-0.17,-2.60,1.04,2.81
4.525,0.24,-2.70,0.51,2.76
4.535,0.53,-2.78,-0.05,2.83
4.545,0.45,-2.89,-0.54,2.97
4.555,0.28,-2.98,-0.97,3.14
4.566,0.01,-3.27,-1.30,3.52
4.576,-0.45,-3.55,-1.53,3.90
4.586,-1.38,-3.97,-1.62,4.50
4.596,-2.25,-4.13,-1.37,4.90
4.606,-1.75,-3.15,-1.34,3.85
4.616,-1.35,-2.86,-0.99,3.31
4.626,-0.87,-2.48,-0.44,2.67
4.636,-0.40,-1.99,0.05,2.03
4.646,0.15,-1.69,0.42,1.75
4.656,0.73,-1.36,0.64,1.67
4.666,1.15,-1.07,0.66,1.71
4.676,1.44,-0.90,0.51,1.77
4.686,1.50,-0.70,0.45,1.72
4.696,1.39,-0.68,0.82,1.75
4.707,1.40,-0.77,2.16,2.68
4.717,3.15,-0.80,5.57,6.45
4.727,3.53,-0.17,4.23,5.51
4.737,4.20,-0.10,3.77,5.64
4.747,4.19,-0.42,2.70,5.00
4.757,4.20,-0.21,1.45,4.44
4.767,4.55,-0.17,0.68,4.60
4.777,4.65,-0.37,0.33,4.67
4.787,4.28,-0.64,0.46,4.35
4.797,3.69,-1.16,0.81,3.95
4.807,3.07,-1.67,1.13,3.68
4.817,2.11,-2.17,1.25,3.27
4.828,0.81,-2.70,1.03,3.00
4.837,-0.25,-3.06,0.54,3.11
4.848,-0.78,-3.22,-0.02,3.31
4.858,-1.29,-3.61,-0.67,3.89
4.868,-0.43,-2.37,-1.15,2.67
4.878,-0.16,-2.08,-1.90,2.82
4.888,-0.35,-1.83,-2.82,3.38
4.898,-0.27,-1.25,-3.54,3.76
4.908,-0.21,-0.82,-3.88,3.97
4.918,0.05,-0.29,-3.50,3.52
4.928,0.83,0.14,-2.55,2.68
4.938,2.61,0.74,-1.16,2.95
4.949,4.76,1.83,0.93,5.18
4.959,6.72,2.99,3.21,8.03
4.969,8.36,3.76,4.56,10.24
4.979,8.90,4.30,4.76,10.97
4.989,8.20,4.20,3.84,9.98
4.999,7.05,3.62,2.47,8.30
5.009,5.89,3.13,1.56,6.85
5.019,4.93,2.60,1.25,5.71
5.029,3.83,1.75,1.34,4.42
5.039,2.43,1.02,1.26,2.92
5.049,1.28,0.22,0.64,1.45
5.059,0.34,-0.25,0.20,0.47
5.069,-0.41,-0.36,-0.10,0.55
5.079,-0.39,-0.38,-0.53,0.76
5.090,-0.33,-0.12,-0.85,0.92
5.099,-0.19,0.26,-1.13,1.18
5.110,-0.16,0.57,-1.39,1.51
5.120,-0.26,0.83,-1.71,1.92
5.130,-0.54,0.97,-2.11,2.39
5.140,-0.98,1.00,-2.36,2.74
5.150,-1.64,0.87,-2.39,3.03
5.160,-2.36,0.78,-2.36,3.42
5.170,-3.01,0.66,-2.37,3.89
5.180,-3.75,0.74,-2.20,4.41
5.190,-4.49,0.98,-1.84,4.95
5.200,-5.18,1.11,-1.40,5.47
5.210,-5.49,1.25,-0.92,5.71
5.220,-5.58,1.54,-0.53,5.82
5.231,-5.45,1.91,-0.22,5.78
5.241,-5.16,2.23,-0.03,5.62
5.251,-4.74,2.51,0.17,5.36
5.261,-4.35,2.74,0.37,5.16
5.271,-4.27,2.84,0.43,5.14
5.281,-4.35,2.73,0.26,5.14
5.291,-4.55,2.50,0.23,5.20
5.301,-4.71,2.25,0.73,5.27
5.311,-4.58,1.86,1.18,5.08
5.321,-4.50,1.43,1.48,4.95
5.331,-4.32,0.83,1.93,4.80
5.341,-3.88,0.12,2.19,4.45
5.352,-3.45,-0.42,2.49,4.27
5.362,-3.03,-0.85,2.71,4.15
5.372,-2.52,-1.14,2.87,3.99
5.382,-2.06,-1.28,2.81,3.71
5.392,-1.71,-1.37,2.48,3.31
5.402,-1.48,-1.44,2.00,2.87
5.412,-1.59,-1.45,1.44,2.59
5.422,-1.92,-1.46,0.90,2.58
5.432,-2.21,-1.40,0.32,2.63
5.442,-2.29,-1.22,-0.18,2.60
5.452,-2.12,-0.93,-0.45,2.36
5.462,-1.73,-0.60,-0.26,1.84
5.473,-0.88,-0.05,0.12,0.88
5.482,0.18,0.64,0.45,0.80
5.493,1.31,1.37,0.67,2.01
5.503,2.50,2.12,0.81,3.38
5.513,3.25,2.70,0.70,4.29
5.523,3.75,3.01,0.57,4.84
5.533,4.20,3.01,0.37,5.18
5.543,4.29,2.85,-0.04,5.15
5.553,4.04,2.52,-0.53,4.79
5.563,3.69,2.02,-0.81,4.28
5.573,3.29,1.63,-0.90,3.78
5.583,2.96,1.20,-0.84,3.30
5.594,2.73,0.69,-0.48,2.85
5.603,2.66,0.18,0.18,2.67
5.614,2.69,-0.30,0.83,2.83
5.624,2.46,-0.78,1.20,2.84
5.634,1.99,-1.22,1.15,2.60
5.644,1.32,-1.54,0.80,2.18
5.654,0.68,-1.84,0.12,1.96
5.664,0.03,-2.06,-0.53,2.12
5.674,-0.49,-2.21,-1.07,2.51
5.684,-0.86,-2.30,-1.46,2.86
5.694,-1.01,-2.24,-1.79,3.04
5.704,-0.93,-2.12,-1.92,3.01
5.714,-0.78,-1.91,-1.87,2.78
5.724,-0.63,-1.66,-1.80,2.53
5.735,-0.43,-1.43,-1.77,2.31
5.744,-0.34,-1.19,-1.75,2.14
5.755,-0.25,-0.99,-1.69,1.97
5.765,-0.25,-0.79,-1.67,1.86
5.775,-0.42,-0.57,-1.82,1.95
5.785,-0.57,-0.32,-1.85,1.96
5.795,-0.55,-0.06,-1.82,1.90
5.805,-0.34,0.12,-1.54,1.58
5.815,0.08,0.24,-1.01,1.04
5.825,0.66,0.37,-0.51,0.91
5.835,1.12,0.48,-0.10,1.23
5.845,1.47,0.59,0.13,1.59
5.856,1.83,0.89,0.25,2.05
5.866,2.11,1.26,0.28,2.48
5.876,2.14,1.64,0.08,2.70
5.886,2.21,1.95,-0.26,2.96
5.896,2.32,2.21,-0.36,3.22
5.906,2.31,2.17,-0.17,3.17
5.916,2.08,1.79,-0.06,2.75
5.926,1.42,1.28,-0.23,1.92
5.936,0.62,0.77,-0.55,1.13
5.946,-0.10,0.39,-0.80,0.89
5.956,-0.88,0.10,-0.87,1.25
5.966,-1.65,-0.24,-0.82,1.86
5.976,-2.28,-0.56,-0.69,2.44
5.986,-2.81,-0.76,-0.55,2.96
5.997,-3.21,-0.76,-0.51,3.34
6.007,-3.54,-0.62,-0.60,3.64
6.017,-3.69,-0.45,-0.73,3.79
6.027,-3.77,-0.29,-0.88,3.88
6.037,-3.88,-0.07,-1.06,4.03
6.047,-4.00,0.07,-1.26,4.20
6.057,-4.04,0.05,-1.48,4.30
6.067,-4.17,0.05,-1.77,4.52
6.077,-4.36,-0.04,-1.90,4.75
6.087,-4.65,-0.35,-1.62,4.94
6.097,-4.76,-0.44,-1.62,5.05
6.107,-4.75,-0.02,-1.52,4.99
6.118,-4.84,0.09,-0.63,4.88
6.127,-4.25,0.09,0.12,4.26
6.138,-3.27,0.47,1.03,3.46
6.148,-1.96,0.81,2.08,2.97
6.158,-0.29,0.88,3.05,3.19
6.168,1.17,0.74,3.73,3.98
6.178,2.04,0.40,3.77,4.31
6.188,2.28,-0.08,3.20,3.92
6.198,1.94,-0.48,2.47,3.18
6.208,1.62,-0.97,1.82,2.62
6.218,1.38,-1.50,1.47,2.52
6.228,0.99,-1.91,1.58,2.66
6.239,0.92,-2.23,1.59,2.89
6.248,1.26,-2.37,1.45,3.05
6.259,1.72,-2.21,1.43,3.15
6.269,2.35,-1.94,1.51,3.40
6.279,3.18,-1.60,1.68,3.94
6.289,3.93,-1.22,2.06,4.60
6.299,4.57,-0.84,2.31,5.19
6.309,5.14,-0.52,2.45,5.72
6.319,5.44,-0.38,2.48,5.99
6.329,5.56,-0.37,2.37,6.05
6.339,5.47,-0.31,2.04,5.84
6.349,5.10,-0.20,1.54,5.34
6.359,4.59,-0.19,1.02,4.71
6.369,4.03,-0.32,0.48,4.07
6.380,3.39,-0.54,0.01,3.43
6.390,2.72,-0.62,-0.40,2.81
6.400,2.32,-0.60,-0.58,2.46
6.410,2.13,-0.45,-0.52,2.24
6.420,2.08,-0.29,-0.26,2.12
6.430,1.97,-0.09,-0.07,1.97
6.440,1.90,0.22,0.08,1.91
6.450,1.75,0.50,0.14,1.83
6.460,1.54,0.74,0.06,1.71
6.470,1.23,0.90,0.01,1.53
6.481,1.03,1.19,-0.00,1.58
6.490,0.98,1.38,0.03,1.70
6.501,0.70,1.40,0.13,1.57
6.511,0.30,1.30,0.11,1.34
6.521,0.11,1.18,0.14,1.20
