time,ax,ay,az,atotal
91.236,0.14,0.33,-0.87,0.94
91.247,-0.03,0.25,-0.97,1.00
91.257,-0.19,0.19,-0.79,0.84
91.267,-0.35,0.20,-0.57,0.70
91.277,-0.57,0.03,-0.20,0.61
91.287,-0.88,-0.28,0.37,1.00
91.297,-1.01,-0.57,0.89,1.46
91.307,-1.07,-0.75,1.36,1.89
91.317,-1.09,-0.86,1.80,2.27
91.327,-0.92,-0.77,2.00,2.33
91.337,-0.73,-0.51,1.96,2.16
91.347,-0.72,-0.34,1.71,1.88
91.357,-0.83,-0.32,1.22,1.51
91.368,-0.99,-0.21,0.70,1.23
91.377,-1.12,-0.11,0.20,1.14
91.388,-1.17,-0.09,-0.15,1.18
91.398,-1.30,-0.02,-0.40,1.36
91.408,-1.45,-0.05,-0.50,1.53
91.418,-1.52,-0.06,-0.48,1.60
91.428,-1.65,0.08,-0.32,1.69
91.438,-1.60,0.29,-0.07,1.63
91.448,-1.54,0.49,0.15,1.62
91.458,-1.58,0.69,0.23,1.74
91.468,-1.57,1.05,0.23,1.90
91.478,-1.47,1.40,0.17,2.03
91.489,-1.43,1.67,-0.05,2.20
91.498,-1.58,1.86,-0.35,2.46
91.509,-1.66,1.98,-0.59,2.64
91.519,-1.66,2.21,-0.51,2.81
91.529,-1.58,2.24,-0.22,2.75
91.539,-1.37,2.14,0.23,2.55
91.549,-1.17,2.12,0.75,2.53
91.559,-1.21,2.08,1.11,2.65
91.569,-1.30,1.95,1.47,2.77
91.579,-1.29,1.78,1.71,2.79
91.589,-1.26,1.61,1.64,2.62
91.599,-1.39,1.38,1.35,2.37
91.610,-1.51,1.17,0.92,2.12
91.619,-1.63,0.93,0.54,1.95
91.630,-1.78,0.75,0.17,1.94
91.640,-1.87,0.60,-0.19,1.98
91.650,-2.00,0.44,-0.46,2.10
91.660,-2.02,0.23,-0.57,2.11
91.670,-2.06,0.08,-0.46,2.12
91.680,-2.04,0.01,-0.19,2.05
91.690,-1.91,-0.03,0.17,1.91
91.700,-1.65,-0.06,0.54,1.73
91.710,-1.43,0.01,0.75,1.61
91.720,-1.30,0.13,0.70,1.48
91.730,-1.26,0.19,0.30,1.31
91.740,-1.37,0.23,-0.20,1.40
91.751,-1.54,0.21,-0.46,1.62
91.761,-1.57,0.09,-0.52,1.65
91.771,-1.56,-0.11,-0.39,1.61
91.781,-1.53,-0.23,-0.05,1.54
91.791,-1.39,-0.28,0.41,1.48
91.801,-1.09,-0.23,0.88,1.42
91.811,-0.77,-0.07,1.16,1.39
91.821,-0.49,-0.02,1.21,1.31
91.831,-0.24,-0.06,1.01,1.04
91.841,-0.10,-0.09,0.61,0.63
91.851,-0.11,-0.11,0.14,0.21
91.861,-0.18,-0.12,-0.28,0.35
91.872,-0.29,-0.04,-0.63,0.69
91.881,-0.28,0.07,-0.86,0.90
91.892,-0.39,0.05,-0.96,1.04
91.902,-0.50,-0.02,-0.90,1.03
91.912,-0.61,-0.09,-0.73,0.95
91.922,-0.67,-0.19,-0.45,0.83
91.932,-0.82,-0.26,-0.22,0.89
91.942,-0.88,-0.33,0.02,0.94
91.952,-0.64,-0.31,0.13,0.72
91.962,-0.47,-0.17,0.17,0.53
91.972,-0.38,-0.07,0.23,0.45
91.982,-0.23,-0.01,0.32,0.40
91.992,-0.14,0.01,0.44,0.47
92.002,-0.09,-0.07,0.66,0.67
92.013,-0.13,-0.13,0.93,0.95
92.023,-0.03,-0.08,1.18,1.18
92.033,0.23,0.03,1.34,1.37
92.043,0.49,0.24,1.46,1.56
92.053,0.61,0.41,1.44,1.61
92.063,0.61,0.47,1.21,1.43
92.073,0.57,0.48,0.91,1.18
92.083,0.64,0.44,0.75,1.08
92.093,0.70,0.33,0.65,1.02
92.103,0.78,0.16,0.66,1.03
92.113,0.86,-0.03,0.80,1.17
92.123,0.83,-0.20,0.84,1.20
92.134,0.80,-0.42,0.82,1.22
92.144,0.73,-0.53,0.69,1.13
92.154,0.66,-0.57,0.53,1.02
92.164,0.67,-0.60,0.31,0.96
92.174,0.77,-0.47,0.09,0.91
92.184,0.87,-0.32,-0.18,0.94
92.194,0.95,-0.21,-0.43,1.07
92.204,0.87,0.07,-0.73,1.14
92.214,0.80,0.57,-1.11,1.48
92.224,0.89,1.07,-1.62,2.13
92.234,1.09,1.24,-2.01,2.60
92.244,1.25,1.11,-1.99,2.60
92.255,1.50,0.89,-1.48,2.29
92.264,2.01,0.69,-0.66,2.23
92.275,2.56,0.45,0.25,2.61
92.285,2.85,0.15,1.02,3.03
92.295,2.66,-0.18,1.39,3.01
92.305,2.09,-0.59,1.29,2.52
92.315,1.55,-0.87,0.75,1.93
92.325,1.37,-0.86,0.08,1.62
92.335,1.72,-0.55,-0.58,1.89
92.345,2.17,-0.10,-1.10,2.44
92.355,2.50,0.24,-1.36,2.86
92.365,2.82,0.32,-1.61,3.26
92.376,2.95,0.25,-1.78,3.46
92.385,2.89,0.13,-1.77,3.39
92.396,2.70,-0.13,-1.54,3.11
92.406,2.38,-0.52,-1.30,2.76
92.416,2.10,-0.96,-1.09,2.56
92.426,1.90,-1.16,-0.85,2.38
92.436,1.64,-1.14,-0.82,2.16
92.446,1.43,-1.06,-1.09,2.09
92.456,1.29,-0.88,-1.42,2.11
92.467,1.12,-0.70,-1.55,2.04
92.476,0.90,-0.57,-1.43,1.79
92.486,0.65,-0.53,-1.13,1.40
92.496,0.62,-0.60,-0.75,1.14
92.506,0.77,-0.58,-0.27,1.00
92.517,0.94,-0.36,0.09,1.01
92.527,1.06,-0.16,0.36,1.13
92.537,1.19,-0.05,0.54,1.31
92.547,1.38,-0.04,0.67,1.53
92.557,1.51,0.03,0.67,1.66
92.567,1.57,0.17,0.55,1.67
92.577,1.50,0.18,0.47,1.58
92.587,1.43,0.08,0.35,1.48
92.597,1.33,0.00,0.26,1.36
92.607,1.32,-0.09,0.26,1.34
92.617,1.24,-0.15,0.20,1.26
92.627,1.16,-0.24,0.01,1.18
92.638,1.08,-0.37,-0.17,1.16
92.647,1.01,-0.46,-0.35,1.17
92.658,1.01,-0.52,-0.46,1.23
92.668,1.03,-0.48,-0.52,1.25
92.678,1.01,-0.53,-0.47,1.23
92.688,0.95,-0.64,-0.31,1.19
92.698,0.74,-0.74,-0.16,1.06
92.708,0.51,-0.87,-0.03,1.01
92.718,0.26,-0.98,0.08,1.01
92.728,0.10,-1.04,0.25,1.07
92.738,0.03,-0.99,0.41,1.07
92.748,0.14,-0.82,0.50,0.97
92.759,0.25,-0.63,0.54,0.87
92.768,0.30,-0.50,0.45,0.74
92.779,0.25,-0.42,0.21,0.54
92.789,0.19,-0.32,-0.11,0.39
92.799,0.17,-0.22,-0.39,0.48
92.809,0.18,-0.07,-0.58,0.61
92.819,0.00,0.10,-0.61,0.62
92.829,-0.22,0.10,-0.47,0.52
92.839,-0.39,0.01,-0.25,0.47
92.849,-0.61,-0.09,-0.12,0.63
92.859,-0.77,-0.13,-0.02,0.78
92.869,-0.86,-0.08,0.05,0.87
92.879,-0.88,-0.05,0.11,0.89
92.889,-0.91,-0.03,0.08,0.91
92.900,-0.93,0.09,-0.02,0.94
92.910,-0.89,0.21,-0.06,0.92
92.920,-0.76,0.25,0.05,0.80
92.930,-0.54,0.25,0.30,0.67
92.940,-0.35,0.25,0.54,0.69
92.950,-0.25,0.19,0.76,0.83
92.960,-0.34,0.08,0.88,0.94
92.970,-0.57,-0.05,0.84,1.02
92.980,-0.86,-0.18,0.78,1.18
92.990,-1.09,-0.25,0.64,1.28
93.000,-1.22,-0.22,0.32,1.28
93.010,-1.41,-0.10,-0.02,1.41
93.021,-1.41,0.01,-0.29,1.44
93.031,-1.35,0.22,-0.53,1.46
93.041,-1.36,0.40,-0.70,1.58
93.051,-1.38,0.59,-0.84,1.72
93.061,-1.45,0.84,-0.91,1.91
93.071,-1.43,1.07,-0.94,2.02
93.081,-1.52,1.36,-0.94,2.24
93.091,-1.73,1.62,-0.89,2.53
93.101,-1.98,1.81,-0.69,2.77
93.111,-2.16,1.87,-0.32,2.87
93.121,-2.38,1.73,0.15,2.95
93.131,-2.48,1.64,0.62,3.03
93.141,-2.19,1.84,1.03,3.04
93.151,-1.71,2.09,1.42,3.05
93.162,-1.40,2.10,1.63,3.00
93.172,-1.39,1.98,1.53,2.86
93.182,-1.54,1.80,1.18,2.64
93.192,-1.51,1.68,0.80,2.40
93.202,-1.47,1.55,0.48,2.19
93.212,-1.50,1.37,0.28,2.05
93.222,-1.65,1.11,0.28,2.00
93.232,-1.76,0.76,0.44,1.97
93.242,-1.71,0.44,0.69,1.90
93.252,-1.57,0.23,1.02,1.89
93.262,-1.45,0.12,1.30,1.95
93.272,-1.23,0.07,1.43,1.88
93.283,-1.04,0.05,1.42,1.77
93.293,-1.04,0.06,1.08,1.50
93.303,-1.10,0.20,0.60,1.26
93.313,-1.15,0.30,0.05,1.19
93.323,-1.15,0.36,-0.32,1.25
93.333,-1.18,0.40,-0.38,1.30
93.343,-1.23,0.31,-0.22,1.29
93.353,-1.27,0.13,0.12,1.28
93.363,-1.28,-0.06,0.51,1.38
93.373,-1.31,-0.17,0.76,1.52
93.383,-1.38,-0.34,0.89,1.67
93.393,-1.47,-0.52,0.96,1.83
93.404,-1.38,-0.56,0.99,1.79
93.413,-1.14,-0.41,1.05,1.60
93.424,-1.02,-0.23,0.97,1.43
93.434,-1.12,-0.10,0.71,1.33
93.444,-1.26,-0.09,0.32,1.31
93.454,-1.38,-0.15,0.09,1.39
93.464,-1.43,-0.22,0.07,1.45
93.474,-1.44,-0.34,0.19,1.49
93.484,-1.44,-0.53,0.41,1.59
93.494,-1.39,-0.72,0.65,1.69
93.504,-1.21,-0.78,0.80,1.64
93.514,-0.96,-0.79,0.88,1.52
93.525,-0.81,-0.79,0.86,1.42
93.534,-0.64,-0.75,0.62,1.16
93.545,-0.41,-0.50,0.29,0.71
93.555,-0.28,-0.26,-0.02,0.38
93.565,-0.12,-0.22,-0.23,0.34
93.575,0.05,-0.22,-0.17,0.28
93.585,0.13,-0.28,0.10,0.32
93.595,0.26,-0.35,0.41,0.60
93.605,0.37,-0.36,0.70,0.87
93.615,0.48,-0.31,0.86,1.03
93.625,0.61,-0.22,0.83,1.06
93.635,0.86,-0.09,0.73,1.13
93.645,1.08,0.05,0.54,1.21
93.655,1.27,0.21,0.24,1.31
93.666,1.46,0.35,-0.08,1.50
93.675,1.45,0.42,-0.43,1.57
93.686,1.27,0.42,-0.77,1.54
93.696,1.06,0.34,-1.00,1.50
93.706,0.89,0.17,-0.99,1.34
93.716,0.83,-0.02,-0.70,1.08
93.726,0.86,-0.21,-0.28,0.93
93.736,0.75,-0.34,0.18,0.85
93.746,0.63,-0.49,0.46,0.92
93.756,0.60,-0.59,0.62,1.05
93.767,0.58,-0.61,0.65,1.06
93.776,0.60,-0.54,0.49,0.95
93.786,0.63,-0.53,0.17,0.84
93.797,0.70,-0.53,-0.20,0.90
93.807,0.81,-0.49,-0.60,1.12
93.817,0.94,-0.46,-0.86,1.35
93.827,1.09,-0.42,-1.01,1.55
93.837,1.31,-0.35,-1.03,1.70
93.847,1.64,-0.24,-0.94,1.90
93.857,1.99,-0.13,-0.80,2.15
93.867,2.29,-0.06,-0.59,2.36
93.877,2.25,0.00,-0.39,2.28
93.887,1.98,0.09,-0.25,2.00
93.897,1.81,0.16,-0.22,1.83
93.908,1.79,0.32,-0.23,1.84
93.917,1.99,0.58,-0.17,2.08
93.928,2.27,0.97,-0.14,2.48
93.938,2.47,1.25,-0.14,2.77
93.948,2.60,1.32,-0.27,2.93
93.958,2.63,1.42,-0.56,3.04
93.968,2.58,1.42,-0.79,3.05
93.978,2.61,1.31,-0.77,3.02
93.988,2.53,1.17,-0.55,2.84
93.998,2.37,0.88,-0.30,2.54
94.008,2.35,0.53,-0.04,2.41
94.018,2.39,0.34,0.12,2.42
94.029,2.26,0.21,0.14,2.27
94.038,2.22,0.19,0.00,2.23
94.049,2.13,0.28,-0.20,2.16
94.059,1.89,0.26,-0.46,1.97
94.069,1.68,0.14,-0.68,1.82
94.079,1.46,0.01,-0.80,1.67
94.089,1.31,-0.13,-0.89,1.59
94.099,1.10,-0.30,-0.98,1.50
94.109,0.84,-0.40,-1.07,1.41
94.119,0.66,-0.41,-1.11,1.36
94.129,0.51,-0.49,-0.99,1.22
94.139,0.46,-0.63,-0.85,1.15
94.149,0.42,-0.67,-0.67,1.04
94.159,0.51,-0.68,-0.45,0.96
94.170,0.75,-0.58,-0.31,1.00
94.180,0.98,-0.45,-0.28,1.12
94.190,1.23,-0.43,-0.32,1.34
94.200,1.42,-0.37,-0.45,1.54
94.210,1.36,-0.40,-0.70,1.58
94.220,1.25,-0.48,-0.90,1.62
94.230,1.01,-0.55,-0.97,1.50
94.240,0.88,-0.72,-0.83,1.41
94.250,0.75,-0.87,-0.62,1.30
94.260,0.47,-1.02,-0.41,1.19
94.270,0.21,-1.25,-0.15,1.28
94.280,0.08,-1.40,-0.00,1.40
94.293,0.13,-1.35,0.12,1.36
94.301,0.22,-1.26,0.14,1.29
94.311,0.24,-1.16,-0.02,1.18
94.321,0.36,-0.85,-0.23,0.95
94.331,0.42,-0.48,-0.34,0.73
94.341,0.57,-0.39,-0.39,0.79
94.351,0.60,-0.35,-0.28,0.75
94.361,0.51,-0.35,-0.08,0.63
94.371,0.37,-0.37,0.13,0.54
94.381,0.19,-0.36,0.36,0.54
94.391,-0.01,-0.30,0.57,0.64
94.401,-0.23,-0.29,0.63,0.73
94.412,-0.43,-0.26,0.58,0.76
94.421,-0.53,-0.21,0.50,0.75
94.432,-0.43,-0.22,0.44,0.65
94.442,-0.20,-0.08,0.30,0.37
94.452,-0.01,0.07,0.21,0.22
94.462,0.08,0.08,0.06,0.13
94.472,0.07,-0.01,-0.04,0.08
94.482,0.01,-0.17,-0.01,0.17
94.492,-0.21,-0.44,0.05,0.49
94.502,-0.46,-0.71,0.05,0.84
94.512,-0.72,-0.83,0.06,1.11
94.522,-0.92,-0.92,0.07,1.30
94.533,-1.05,-0.99,0.16,1.46
94.542,-1.05,-0.98,0.34,1.48
94.553,-0.99,-0.86,0.57,1.43
94.563,-0.88,-0.69,0.76,1.35
94.573,-0.76,-0.52,0.94,1.31
94.583,-0.62,-0.34,1.06,1.28
94.593,-0.46,-0.08,1.05,1.14
94.603,-0.48,0.14,0.85,0.99
94.613,-0.59,0.33,0.58,0.89
94.623,-0.87,0.44,0.42,1.06
94.633,-1.21,0.48,0.46,1.38
94.643,-1.55,0.51,0.58,1.73
94.653,-1.83,0.67,0.94,2.16
94.663,-2.06,0.79,1.42,2.62
94.674,-1.96,0.96,2.00,2.96
94.684,-1.91,1.24,2.49,3.38
94.694,-2.04,1.41,2.61,3.60
94.704,-2.13,1.53,2.50,3.62
94.714,-2.17,1.67,2.14,3.47
94.724,-2.21,1.80,1.60,3.27
94.734,-2.33,1.88,0.92,3.13
94.744,-2.51,1.84,0.21,3.12
94.754,-2.76,1.74,-0.40,3.28
94.764,-2.94,1.56,-0.68,3.40
94.774,-2.98,1.28,-0.54,3.29
94.784,-2.90,0.91,-0.16,3.04
94.795,-2.62,0.64,0.28,2.71
94.804,-2.43,0.48,0.53,2.53
94.815,-2.22,0.35,0.58,2.32
94.825,-2.00,0.29,0.54,2.10
94.835,-1.82,0.25,0.38,1.88
94.845,-1.64,0.29,0.22,1.68
94.855,-1.46,0.33,0.10,1.50
94.865,-1.24,0.32,0.05,1.28
94.875,-1.18,0.27,0.10,1.22
94.885,-1.17,0.15,0.17,1.19
94.895,-1.23,-0.08,0.27,1.26
94.905,-1.31,-0.31,0.36,1.39
94.915,-1.42,-0.53,0.55,1.61
94.925,-1.55,-0.74,0.77,1.89
94.936,-1.57,-0.89,0.92,2.03
94.946,-1.50,-1.00,1.11,2.12
94.956,-1.42,-0.98,1.23,2.12
94.966,-1.13,-0.86,1.16,1.83
94.976,-0.70,-0.56,1.02,1.36
94.986,-0.56,-0.25,0.71,0.93
94.996,-0.64,-0.12,0.28,0.71
95.006,-0.67,-0.07,-0.03,0.68
95.016,-0.73,-0.05,-0.10,0.74
95.026,-0.79,-0.17,0.05,0.81
95.036,-0.83,-0.39,0.32,0.97
95.046,-1.07,-0.64,0.60,1.38
95.057,-1.39,-0.85,0.89,1.85
95.066,-1.69,-1.03,1.01,2.22
95.077,-1.78,-1.10,1.11,2.37
95.087,-1.64,-0.97,1.18,2.24
95.097,-1.37,-0.60,1.09,1.85
95.107,-1.02,-0.27,0.92,1.40
95.117,-0.74,-0.04,0.73,1.04
95.127,-0.56,0.22,0.57,0.83
95.137,-0.48,0.43,0.36,0.73
95.147,-0.37,0.49,0.19,0.65
95.157,-0.28,0.52,0.20,0.63
95.167,-0.21,0.54,0.35,0.68
95.178,-0.02,0.57,0.68,0.89
95.187,0.13,0.63,1.13,1.30
95.198,0.25,0.71,1.56,1.73
95.208,0.43,0.89,1.83,2.08
95.218,0.67,0.98,2.03,2.35
95.228,0.88,0.98,1.98,2.38
95.238,1.20,0.95,1.74,2.32
95.248,1.40,1.01,1.41,2.22
95.258,1.50,0.92,0.97,2.01
95.268,1.70,0.63,0.51,1.88
95.278,1.89,0.37,0.12,1.93
95.288,1.96,0.12,-0.25,1.98
95.299,1.90,-0.17,-0.57,1.99
95.308,1.72,-0.42,-0.80,1.95
95.319,1.53,-0.70,-0.86,1.89
95.328,1.31,-1.02,-0.75,1.82
95.339,1.24,-1.32,-0.46,1.87
95.349,1.10,-1.50,-0.24,1.88
95.359,0.95,-1.61,-0.21,1.88
95.369,0.93,-1.67,-0.38,1.95
95.379,0.92,-1.58,-0.63,1.94
95.389,0.97,-1.50,-1.02,2.06
95.399,1.08,-1.45,-1.39,2.28
95.409,1.07,-1.48,-1.65,2.46
95.419,1.00,-1.56,-1.77,2.56
95.429,0.97,-1.60,-1.81,2.60
95.440,1.01,-1.57,-1.71,2.53
95.449,1.12,-1.50,-1.48,2.38
95.460,1.33,-1.15,-1.39,2.24
95.470,1.90,-0.55,-1.49,2.47
95.480,2.89,0.08,-1.75,3.38
95.490,3.86,0.65,-1.89,4.34
95.500,4.47,1.33,-1.75,4.98
95.510,5.04,1.71,-1.58,5.55
95.520,5.54,1.74,-1.25,5.94
95.530,5.40,1.61,-0.63,5.67
95.540,5.12,1.00,0.37,5.23
95.550,4.56,0.36,1.44,4.80
95.561,3.75,0.02,2.14,4.32
95.570,2.84,-0.07,2.24,3.61
95.581,2.18,-0.02,1.79,2.82
95.591,1.64,0.34,1.16,2.04
95.601,1.21,0.87,0.41,1.55
95.611,1.13,1.31,-0.13,1.73
95.621,1.33,1.55,-0.38,2.07
95.631,1.45,1.58,-0.54,2.21
95.641,1.32,1.36,-0.80,2.06
95.651,1.09,1.14,-1.13,1.94
95.661,0.71,0.94,-1.43,1.85
95.671,0.33,0.72,-1.57,1.76
95.682,-0.02,0.60,-1.55,1.67
95.691,-0.26,0.55,-1.33,1.46
95.702,-0.10,0.50,-0.75,0.91
95.711,0.18,0.38,0.08,0.43
95.722,0.59,0.20,0.79,1.01
95.732,1.12,0.16,1.17,1.62
95.742,1.46,0.31,1.26,1.95
95.752,1.61,0.41,0.97,1.92
95.762,1.51,0.37,0.27,1.58
95.772,1.36,0.28,-0.36,1.43
95.782,1.29,0.22,-0.84,1.56
95.792,1.14,0.18,-1.12,1.61
95.802,1.00,0.05,-1.25,1.60
95.812,0.95,-0.14,-1.11,1.46
95.823,0.92,-0.38,-0.85,1.31
95.832,0.86,-0.62,-0.66,1.25
95.843,0.76,-0.82,-0.57,1.26
95.853,0.67,-0.92,-0.50,1.24
95.863,0.62,-0.93,-0.33,1.17
95.873,0.54,-0.98,-0.16,1.13
95.883,0.55,-1.00,0.06,1.14
95.893,0.42,-0.94,0.27,1.06
95.903,0.26,-0.94,0.41,1.06
95.913,0.23,-0.91,0.59,1.11
95.923,0.23,-0.81,0.83,1.18
95.933,0.36,-0.74,1.10,1.38
95.944,0.65,-0.64,1.29,1.58
95.953,0.94,-0.43,1.33,1.69
95.964,1.11,-0.21,1.19,1.64
95.974,1.29,0.07,0.87,1.56
95.984,1.28,0.26,0.47,1.38
95.994,1.13,0.21,0.03,1.15
96.004,1.09,0.08,-0.30,1.13
96.014,1.09,-0.04,-0.39,1.15
96.024,1.11,-0.24,-0.38,1.19
96.034,1.15,-0.46,-0.34,1.28
96.044,1.12,-0.63,-0.27,1.31
96.054,0.98,-0.82,-0.18,1.29
96.064,0.66,-1.09,-0.08,1.28
96.074,0.23,-1.37,-0.05,1.39
96.085,-0.18,-1.73,0.08,1.74
96.094,-0.56,-2.12,0.33,2.21
96.105,-0.88,-2.46,0.68,2.70
96.115,-1.18,-2.79,1.03,3.20
96.125,-1.46,-3.05,1.46,3.69
96.135,-1.69,-3.25,1.79,4.08
96.145,-1.83,-3.22,1.98,4.20
96.155,-1.78,-2.87,1.99,3.92
96.165,-1.65,-2.30,1.77,3.34
96.175,-1.58,-1.66,1.33,2.65
96.185,-1.72,-0.90,0.75,2.08
96.195,-2.01,-0.10,0.14,2.02
96.206,-2.08,0.50,-0.38,2.17
96.215,-2.14,1.03,-0.54,2.43
96.226,-2.09,1.58,-0.31,2.64
96.236,-1.84,2.01,0.43,2.75
96.246,-1.51,2.28,1.39,3.07
96.256,-1.20,2.42,2.45,3.64
96.266,-0.93,2.61,3.32,4.33
96.276,-0.60,2.86,3.83,4.82
96.286,-0.43,3.02,3.89,4.94
96.296,-0.40,3.04,3.44,4.61
96.306,-0.82,2.92,2.60,4.00
96.316,-1.45,2.71,1.50,3.42
96.326,-2.09,2.33,0.52,3.17
96.336,-2.61,2.05,-0.13,3.31
96.347,-2.97,1.96,-0.42,3.59
96.357,-3.41,1.83,-0.43,3.89
96.367,-3.66,1.56,-0.22,3.98
96.377,-3.57,1.29,0.19,3.81
96.387,-3.40,1.12,0.76,3.66
96.397,-3.02,0.90,1.29,3.40
96.407,-2.33,0.57,1.65,2.91
96.417,-1.96,0.33,1.66,2.59
96.427,-1.94,0.08,1.27,2.32
96.437,-2.05,-0.18,0.57,2.13
96.447,-2.11,-0.15,-0.28,2.13
96.457,-2.13,0.17,-0.94,2.33
96.468,-2.32,0.51,-1.45,2.78
96.477,-2.46,0.88,-1.70,3.12
96.488,-2.45,1.02,-1.54,3.07
96.498,-2.36,0.91,-1.11,2.76
96.508,-2.13,0.77,-0.55,2.33
96.518,-1.96,0.62,0.15,2.06
96.528,-1.76,0.34,0.73,1.93
96.538,-1.57,0.08,1.17,1.96
96.548,-1.27,0.07,1.53,1.99
96.558,-0.94,0.17,1.63,1.89
96.568,-0.73,0.29,1.45,1.65
96.578,-0.78,0.39,1.17,1.46
96.589,-0.88,0.44,0.77,1.25
96.598,-0.93,0.51,0.38,1.13
96.609,-0.98,0.54,0.13,1.12
96.619,-1.05,0.55,0.06,1.19
96.629,-1.08,0.53,0.15,1.21
96.639,-1.11,0.48,0.39,1.27
96.649,-1.15,0.44,0.47,1.32
96.659,-1.18,0.41,0.45,1.33
96.669,-1.22,0.37,0.28,1.30
96.679,-1.24,0.35,0.07,1.29
96.689,-1.20,0.37,-0.18,1.27
96.699,-1.17,0.39,-0.42,1.30
96.710,-1.03,0.33,-0.52,1.20
96.719,-0.78,0.25,-0.25,0.86
96.730,-0.48,0.16,0.24,0.56
96.740,-0.10,0.06,0.70,0.71
96.750,0.24,0.01,1.06,1.09
96.760,0.45,0.03,1.24,1.32
96.770,0.70,0.05,1.36,1.53
96.780,1.02,0.09,1.41,1.74
96.790,1.34,0.09,1.34,1.90
96.800,1.63,0.08,1.07,1.95
96.810,1.78,0.07,0.66,1.90
96.820,1.73,-0.08,0.24,1.75
96.830,1.69,-0.44,-0.12,1.75
96.840,1.61,-0.80,-0.37,1.84
96.851,1.55,-1.16,-0.48,1.99
96.861,1.59,-1.50,-0.46,2.24
96.871,1.63,-1.76,-0.38,2.43
96.881,1.61,-1.93,-0.39,2.54
96.891,1.55,-2.06,-0.46,2.61
96.901,1.57,-2.07,-0.60,2.66
96.911,1.58,-1.97,-0.82,2.65
96.921,1.50,-1.82,-1.09,2.59
96.931,1.41,-1.70,-1.28,2.56
96.941,1.40,-1.67,-1.39,2.58
96.951,1.48,-1.59,-1.35,2.56
96.961,1.60,-1.49,-1.23,2.51
96.972,1.74,-1.31,-1.07,2.43
96.981,1.99,-1.09,-0.85,2.42
96.992,2.13,-0.86,-0.63,2.39
97.002,2.15,-0.66,-0.44,2.29
97.012,2.18,-0.56,-0.21,2.26
97.022,2.20,-0.40,0.06,2.24
97.032,2.23,-0.17,0.32,2.26
97.042,2.36,0.11,0.63,2.44
97.052,2.60,0.30,1.09,2.84
97.062,2.82,0.42,1.53,3.24
97.072,2.96,0.48,1.83,3.52
97.082,3.05,0.57,2.00,3.69
97.093,3.17,0.70,2.00,3.81
97.102,3.20,0.82,1.82,3.77
97.113,3.16,0.98,1.49,3.63
97.123,3.15,1.21,1.15,3.56
97.133,3.14,1.27,1.01,3.53
97.143,3.10,1.11,0.93,3.42
97.153,2.96,0.92,0.85,3.21
97.163,2.71,0.69,0.73,2.89
97.173,2.56,0.50,0.74,2.71
97.183,2.48,0.38,0.85,2.65
97.193,2.50,0.27,1.00,2.71
97.203,2.46,0.14,1.08,2.69
97.213,2.33,0.01,1.04,2.55
97.223,2.38,-0.00,0.99,2.58
97.234,2.43,0.08,0.84,2.58
97.244,2.44,0.08,0.57,2.51
97.254,2.31,0.04,0.32,2.33
97.264,2.10,-0.07,0.15,2.10
97.274,1.86,-0.23,0.07,1.88
97.284,1.64,-0.41,-0.01,1.69
97.294,1.42,-0.62,-0.05,1.55
97.304,1.22,-0.78,-0.12,1.45
97.314,1.02,-0.84,-0.24,1.34
97.324,0.83,-0.85,-0.40,1.26
97.334,0.70,-0.84,-0.60,1.25
97.344,0.56,-0.87,-0.74,1.27
97.355,0.35,-0.88,-0.79,1.23
97.364,0.22,-0.81,-0.79,1.15
97.375,0.16,-0.69,-0.77,1.04
97.385,0.11,-0.54,-0.66,0.86
97.395,0.16,-0.38,-0.49,0.64
97.405,0.18,-0.28,-0.31,0.45
97.415,0.08,-0.19,-0.21,0.30
97.425,0.07,-0.05,-0.15,0.17
97.435,0.10,0.13,-0.10,0.19
97.445,0.14,0.33,-0.18,0.40
97.455,0.09,0.61,-0.31,0.69
97.465,-0.02,0.82,-0.41,0.92
97.476,-0.15,0.86,-0.56,1.04
97.486,-0.34,0.98,-0.78,1.29
97.496,-0.58,1.15,-1.01,1.64
97.506,-0.75,1.28,-1.12,1.86
97.516,-0.87,1.25,-0.98,1.81
97.526,-1.07,0.95,-0.64,1.57
97.536,-1.24,0.44,-0.01,1.32
97.546,-1.46,-0.23,0.67,1.62
97.556,-1.67,-0.88,1.22,2.25
97.566,-1.91,-1.34,1.55,2.80
97.576,-2.28,-1.62,1.71,3.28
97.586,-2.59,-1.75,1.70,3.56
97.597,-2.71,-1.76,1.57,3.59
97.606,-2.56,-1.58,1.33,3.29
97.617,-2.32,-1.28,1.09,2.86
97.627,-2.17,-1.01,0.85,2.54
97.637,-2.19,-0.73,0.42,2.35
97.647,-2.25,-0.55,-0.09,2.32
97.657,-2.28,-0.41,-0.50,2.37
97.667,-2.26,-0.23,-0.75,2.39
97.677,-2.14,-0.09,-0.81,2.29
97.687,-2.08,-0.00,-0.72,2.20
97.697,-2.06,0.05,-0.48,2.12
97.707,-1.97,0.10,-0.08,1.98
97.717,-1.88,0.05,0.29,1.90
97.727,-1.74,0.05,0.59,1.84
97.738,-1.61,0.14,0.73,1.77
97.747,-1.52,0.28,0.65,1.68
97.758,-1.54,0.48,0.35,1.65
97.768,-1.64,0.72,0.02,1.80
97.778,-1.90,0.92,-0.35,2.14
97.788,-2.11,1.16,-0.80,2.53
